,날짜,제목,요약
1380,2017.11.23.,해양플랜트 지원센터 거제에 개소,한경호 권한대행은 “국내 조선해양플랜트 산업은 글로벌 경기침체로 인한 수주절벽과 함께 최근 몇 년 동안 국제유가 하락 등으로 인해 발주량이 급감하면서 국내 대형 조선소뿐만 아니라 많은 조선해양기자재...
1381,2017.12.07.,"[해외시황] 뉴욕, 기술주 반등 속 혼조…유럽도 혼조",이런 가운데 국제유가는 큰 폭으로 하락했다. 미국의 휘발유 재고가 큰 폭으로 증가한 것으로 집계되면서 하락 압력을 가했다. 미 에너지정보청(EIA)에 따르면 지난주 미국의 휘발유 재고는 전주 대비 170만...
1382,2017.12.01.,"OPEC, 2018년 말까지 감산 재연장…러시아 동참",이후 배럴당 30 달러 수준까지 떨어졌던 국제유가는 이 조치 이후 반등해 60달러 선까지 올라왔다. 하지만 산유국들은 아직까지 국제 석유 시장이 정상화되지 않았다는 판단에 따라 감산 재연장 합의에 이르렀다....
1383,2017.11.28.,"[개장시황]코스피, 하루 만에 상승 전환....삼성전자 반등","이어 ""다만 국제유가가 석유수출국기구(OPEC) 정례회담을 앞두고 변동성이 커지고 있다는 점은 부담이다""며 ""이와 함께 중국 증시의 하락세 지속 또한 발목을 잡을 수 있어 주목해야 한다""라고 설명했다...."
1384,2017.11.13.,휘발유 가격 15주 연속 상승…수입물가도 '껑충',[이브닝뉴스] ◀ 앵커 ▶ 최근 국제유가가 지속적으로 상승하면서 10월 수입물가가 0.6% 오르는 등 4개월 연속 오름세를 보였습니다. 김지훈 기자가 전해드립니다. ◀ 리포트 ▶ 한국은행이 발표한...
1385,2017.11.30.,(열린시장 이슈 IN)IT주 급락,국제유가 사흘째 하락 5. 통신주 강세   ※이슈를 통해 오늘 장 전략을 살펴보는 <열린시장 이슈 IN>은 평일 오전 9시33분에 방송된다. 방송 종료 후에는 토마토TV홈페이지(tv.etomato.com)를 통해 다시보기로 시청할 수...
1386,2017.11.18.,석 달째 치솟는 기름값…휘발유 ℓ당 1520.3원,미국이 역대 최고치로 원유를 증산하면서 국제 유가는 하락했지만 국내 유가에 반영되진 않았다. 18일 한국석유공사의 유가정보 서비스 오피넷에 따르면 지난 한 주간 전국 휘발유 평균 판매가격은 전주보다 8.3원...
1387,2017.12.04.,[4일 시황] 코스피 2501.67… 4일 만에 올라,"이날 코스피는 트럼프의 러시아 스캔들로 인한 해외증시 하락에도 불구하고, 미 세제개혁안의 상원 통과, 국제유가 강세 및 수출호조 등에 따른 화학주 중심의 기관ㆍ외국인 동반 매수세가 유입되면서 1%대..."
1388,2017.12.01.,"[글로벌 시황] 뉴욕증시, 세제안 통과 기대에 다우·S&P500 '사상최고'","최저치 - 국제유가, 내년말까지 감산연장 합의 ※ 생방송 '굿모닝 마켓워치'는 매일 오전 6시 30분에 방송되며, 세계 금융시장의 빅 이슈를 한눈에 정리하고, 국내 시장이 시작하기 전 글로벌 시장 분석을 통해..."
1389,2017.12.03.,[2018년 도정 키워드]도민행복 증진ㆍ미래 먹거리 육성,"따라서 2018년은 북한 핵 위기, 원화가치와 국제유가 상승, 고금리라는 신 3고로 어려움이 예상되지만, 산업화와 민주화를 이끌어 온 도민의 저력을 바탕으로 6대 도정 운영방향을 제시했다. 첫째, 경남도 핵심전략사업들의..."
1390,2017.12.01.,"현대일렉트릭, 전력기기 시장 개선…목표주가 상향-NH","유재훈 연구원은 ""경기 회복으로 내년 전력기기 시장 개선이 본격화되고 글로벌 전력기기 시장은 2020년까지 연평균 6% 성장이 예상된다""며 ""국제유가 상향 안정화로 중동을 비롯한 산유국에서의 수요개선과..."
1391,2017.11.14.,"베네수엘라, 디폴트 기로…""채무재조정 회의 30분 만에 끝""",국제유가 급락이 한 배경이 됐다. 베네수엘라는 외국에서 벌어들이는 수입의 95%를 원유 수출로 얻는다. 저유가로 경제난이 심해지면서 원유 생산도 차질을 빚는 악순환이 일어났다. 원유 수출로 벌어들이는...
1392,2017.11.25.,기름값 17주 연속 상승…사우디 정치 불안에 더 오를 듯,국제유가가 다시 상승하면서 직격탄을 맞은 탓이다. 유가는 앞으로 한동안 상승세를 이어갈 전망이다. 최대산유국인 사우디아라비아발(發) 정치불안이 이어지면서다. 25일 한국석유공사 유가 정보 서비스...
1393,2017.12.01.,"BNK금융경영소, ‘2018년 동남권 경제전망’ 연구 보고서 발표",원유를 원료로 에틸렌을 생산(NCC 방식)하는 국내 석유화학제품의 경우 국제유가 상승세가 지속될 가능성이 높아 가격경쟁력이 약화될 것으로 분석하고 있다.   철강은 대외여건 개선에도 불구하고 내수시장 부진으로...
1394,2017.12.01.,[국제유가]OPEC 감산연장 '빅뉴스'에 WTI 0.2%↓,[국제유가]OPEC 감산연장 '빅뉴스'에 WTI 0.2%↓ 국제유가가 석유수출국기구(OPEC)가 비회원국들과 함께 감산연장을 내년 말까지 연장하기로 합의했다는 소식에 상승했다. 1일 한국석유공사에 따르면 30일(현지시간)...
1395,2017.11.28.,충북 생활물가 5년전보다 2.4% 상승,"이는 2013년부터 국제유가가 하락한 데 따른 것이다. 교육 관련 납입금도 인하됐다. 유치원은 30.1%로 큰 폭 하락했고 사립대 5.5%, 전문대 5.1%, 고등학교 3.7% 떨어졌다. 유치원 납입금이 대폭 하락한 것은..."
1396,2017.11.24.,러 에너지 장관 “감산 연장 논의 응할 준비돼 있다”,현재 국제 유가는 감산 연장 합의에 대한 기대로 상승세를 보이고 있다. [사진출처 : 리아노보스티=연합뉴스] 하준수기자 (ha6666js@kbs.co.kr) ▶ KBS뉴스와 친구가 돼 주세요 [저작권자ⓒ KBS 무단복제-재배포 금지]
1397,2017.11.28.,[해외시황] 뉴욕증시 혼조세 마감...OPEC 회담 앞두고 에너지 섹터 하락,먼저 국제유가는 혼조세를 보였습니다. 국제유가는 이달 말 예정 되어있는 OPEC 산유국들의 감산 연장 회의를 앞두고 감산 연장 결정 여부가 불확실한 영향에 하락했습니다. 서부텍사스산원유가격은 배럴당 1.4...
1398,2017.12.03.,'복지부동' 청주시 자원재활용 행정…수억 물어줄 판,"청주시는 2015년 1월 Y사와 3년간의 선별장 위ㆍ수탁계약을 체결했고, Y사는 국제유가 하락 등 산업여건 변화에 따라 재활용품 성상을 해치는 압축진개차 수거반입 중단에 대한 행정지도를 끊임없이..."
1399,2017.12.01.,글로벌 트렌드는 ‘선진국과 신흥국의 동반 성장’,"국제 유가는 세계 경제의 완만한 회복에 따른 석유 수요의 증가가 상승요인으로 작용했지만, 미국 석유 시추기 수 증가와 셰일 오일 생산 증대가 예상돼 국제 유가 상승폭은 크지 않을 전망이다. 홍 박사는 “달러와..."
1400,2017.12.01.,글로벌 트렌드는 ‘선진국과 신흥국의 동반 성장’,"국제 유가는 세계 경제의 완만한 회복에 따른 석유 수요의 증가가 상승요인으로 작용했지만, 미국 석유 시추기 수 증가와 셰일 오일 생산 증대가 예상돼 국제 유가 상승폭은 크지 않을 전망이다. 홍 박사는 “달러와..."
1401,2017.11.30.,"뉴욕증시, OPEC 회동 주목 속 다우·S&P 사상 최고 출발","국제유가는 주요 산유국의 원유 감산 연장 기대에 강세를 보였다. 1월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 0.66% 상승한 57.68달러에, 브렌트유는 1.39% 높은 63.99달러에 움직였다. 시카고상품거래소(CME)..."
1402,2017.11.29.,[뉴욕마감]감세기대에 다우 255포인트↑…北미사일 영향 미미,국제유가는 소폭 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부텍사스산 원유(WTI)는 배럴당 0.2%(0.12달러) 떨어진 57.99달러에 거래를 마쳤다. 런던 ICE 선물거래소의 내년 1월물 브렌트유도 같은...
1403,2017.11.22.,"""SK루브리컨츠 상장, 내년 상반기 검토""",국제유가 변동에 따라 실적이 널뛰는 정유 사업과 달리 꾸준한 수익을 창출하기 때문이다. SK루브리컨츠는 고품질 '그룹3' 윤활기유 시장에서 35% 점유율로 세계 1위를 하고 있다. 특히 그룹3 윤활기유는 연평균 성장률이...
1404,2017.11.28.,한중관계 개선·원화 강세… 항공주 날았다,국제 유가가 배럴당 60달러 근처에서 움직이면서 강세를 보이고 있지만 환율 효과로 이를 충분히 상쇄할 수 있다는 분석이 나온다. [한경닷컴 바로가기] [글방] [모바일한경 구독신청] ⓒ 한국경제 & hankyung.com...
1405,2017.11.23.,WTI 2년5개월래 최고…키스톤 송유관 가동 중단 영향,= 미국에 원유를 공급하는 캐나다 업체의 송유관 가동 중단의 영향으로 국제유가가 2년 5개월 만에 최고치를 기록했다. 22일(현지시간) 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부텍사스산 원유(WTI) 선물...
1406,2017.11.20.,10월 생산자물가지수 보합…석유류↑ 농산물↓,"한은 관계자는 ""국제 유가가 상승하면서 석유류 제품 가격이 올랐고 중국발 공급 감소에 따른 국제 원자재가 상승은 1차 금속 제품 가격의 상승 요인으로 작용했다""고 설명했다. 반면 10월 농림수산품..."
1407,2017.11.28.,"자본연 ""내년 국내 경제 3.0% 성장""","국제유가는 50달러 중반 수준의 안정적 흐름을 지속할 것으로 봤다. 세부영역에서 민간소비는 올해 2.4%에서 내년 2.6%로 소폭 개선될 것으로 내다봤다. 그는 ""가계부채 누증 등 구조적 제약 요인에도 불구하고 소비심리..."
1408,2017.11.27.,"조선, 한파 끝나나...내년 턴어라운드 본격화 예고",실제로 미국을 중심으로 세계 경제가 회복하면서 원자재 교역량과 가격이 늘어나는데다 국제유가도 60달러를 넘어서는 등 경영 환경이 우호적이다. 여기에 선박 연료에 대한 황산화물 배출 규제가 2020년 시행될...
1409,2017.11.27.,OPEC ‘감산 연장’ 가능성↑… 국내 휘발유값 계속 오르나,세계 경제가 회복되는 상황에서 석유 수요는 증가하지만 감산이 지속된다면 국제 유가가 더 상승할 것이고 그렇다면 경제회복의 발목을 잡을 수 있기 때문이다. 유가가 17주 연속 오른 가운데 26일 서울 시내의 한...
1410,2017.11.27.,"서울경제TV 해외선물의 신, 해외선물 팀셰르파 쎈(SEN) 시황",전일 국제유가는 석유수출국기구 OPEC과 주요 산유국들이 이번 OPEC회동에서 2018년 3월까지 예정된 감산합의를 2018년 말까지 연장할것으로 시장은 전망하고 있는 가운데 특히 주요 외신에 따르면 비OPEC국 중 최대...
1411,2017.11.26.,휘발유값 17주 연속상승…서울 최고치 갱신 1630.4원,"석유공사 관계자는 “사우디의 감산 기간 재연장 필요성 표명, 미국 주요 지역 송유관 누유 사고 등으로 국제유가가 상승함에 따라 국내유가는 상승세를 이어갈 것”이라고 내다봤다. 유명환 기자 ymh7536..."
1412,2017.11.25.,"가계부채, 1400조원 돌파…기름값 인상도 악영향",국제유가 상승이 국내 기름값 인상으로 이어지면서 가계에도 악영향을 미칠 전망이다. 25일 한국석유공사 유가 정보 서비스 오피넷에 따르면 11월 넷째 주 주유소 휘발유 판매가격은 전주보다 6.5원 오른 ℓ...
1413,2017.11.18.,"기름값 넉달 올랐다…""당분간 상승세""",[헤럴드경제] 국제유가 상승세가 둔화했지만 국내 기름값은 상승세다. 18일 한국석유공사 유가 정보 서비스 오피넷에 따르면 11월 셋째 주 주유소 휘발유 판매가격은 전주보다 8.3원 오른 ℓ(리터)당 1천520....
1414,2017.11.23.,혁명적 변화 가져올 ‘순환경제’,"국제유가는 2000년에서 2014년 사이에만 50% 상승했다. 구리, 코발트, 은, 납, 주석 등의 자원은 향후 50년에서 100년 사이에 동나고, 30년 안에 40억 인구가 심각한 물 부족에 시달릴 예정이다. 경제협력개발기구(OECD) 국가들은..."
1415,2017.11.29.,"현대경제연구원 ""가계빚 증가세 둔화는 기준금리 1%p 올라야 가능""","연구원은 최근처럼 국제유가 상승세가 지속하면 비용상승형 인플레이션이 다시 나타날 우려가 있다고 지적했다. 1·2차 금리 인상 초기에는 부동산 가격 상승세, 가계부채 증가세도 이어졌다. 대출금리가 올라..."
1416,2017.11.19.,"韓, 10대 수출국 중 증가율 1위…세계 수출 증가율의 3배","그러나 미국과 유럽 등 주요국의 통화 긴축 기조와 보호무역주의 확산, 중동 정세로 인한 국제유가 불안 등으로 향후 수출 불확실성이 고조될 것으로 예상했다. oskymoon@heraldcorp.com ▶오늘의 운세 날씨"
1417,2017.11.16.,12월 국제선 항공권 유류할증료 또 오른다…최대 3만6천원,국제유가 상승으로 이달에 이어 다음 달에도 국제선 유류할증료가 한 단계 더 오른다. 이에 따라 다음 달 발권하는 국제선 항공권에는 이동 거리에 따라 편도 기준 최대 3만6천원의 유류할증료가 추가로 붙는다....
1418,2017.12.02.,"뉴욕증시, 미 세제개편 지연 우려에 하락 출발","국제유가는 주요 산유국의 감산 연장에 강세를 보였다. 1월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 1.52% 상승한 58.27달러에, 브렌트유는 1.39% 높은 63.50달러에 움직였다. 시카고상품거래소(CME) 페드워치에..."
1419,2017.11.30.,"[글로벌 시황] 뉴욕증시, 다우 '사상최고치'·나스닥 'IT급락'","상승 - 국제유가, 감산연장 기간 불확실성에 투자심리 위축 ※ 생방송 '굿모닝 마켓워치'는 매일 오전 6시 30분에 방송되며, 세계 금융시장의 빅 이슈를 한눈에 정리하고, 국내 시장이 시작하기 전 글로벌 시장 분석을..."
1420,2017.11.30.,"[글로벌 시황] 뉴욕증시, 다우 '사상최고치'·나스닥 'IT급락'","상승 - 국제유가, 감산연장 기간 불확실성에 투자심리 위축 ※ 생방송 '굿모닝 마켓워치'는 매일 오전 6시 30분에 방송되며, 세계 금융시장의 빅 이슈를 한눈에 정리하고, 국내 시장이 시작하기 전 글로벌 시장 분석을..."
1421,2017.11.24.,"경남도, 거제 해양플랜트산업지원센터 개소",준공식에 참석한 한경호 권한대행은 “국내 조선해양플랜트 산업은 글로벌 경기침체로 인한 수주절벽과 함께 최근 몇 년 동안 국제유가 하락 등으로 인해 발주량이 급감하면서 국내 대형 조선소뿐만 아니라 많은...
1422,2017.11.28.,"코스피, 장초반 0.1% 상승중… 삼성전자도 소폭 반등",[뉴욕증시는 혼조 마감… 국제유가는 4거래일 만에 하락] 코스피가 기관 매수세에 힘입어 장 초반 0.1% 상승중이다. 전날 급락했던 삼성전자도 소폭 반등중이다. 28일 오전 9시30분 현재 코스피 지수는 전날대비 2....
1423,2017.11.29.,[이항영의 딱이거] 2018 산업별 청사진 속 투자 아이디어,"전망 - 국제유가 : 배럴당 50달러 후반으로 상승 - 환율 : 전반적 원화 강세 기조 예상 * 2018년 국내 경제성장률 ""내년 국내 경제성장률 3% 전망"" - 올해 대비 상대적 수출 & 투자 둔화 불구 소득 & 고용여건 개선, 정부..."
1424,2017.11.29.,"국제유가, OPEC 감산 연장 불확실성에 이틀째 하락",30일 석유수출국기구( OPEC)정례회의에서 감산합의 연장안 합의가 성사되지 않을 것이라는 회의론이 대두되면서 국제유가가 28일(현지시각) 이틀째 내렸다. 출처=뉴시스 국제유가가 석유수출국기구(OPEC)의 정례회의를...
1425,2017.11.20.,[연합뉴스 이 시각 헤드라인] - 08:00,전문보기: http://yna.kr/NyRE7KvDAsr ■ 배춧값 59% 폭락에도 유가 탓에 10월 생산자물가 4개월째 ↑ 농산물값이 사상 최대폭 폭락했지만 국제유가 상승 영향으로 10월 생산자물가가 4개월째 오름세를 이어갔다....
1426,2017.11.28.,"OPEC 감산 9개월 추가연장안, 러시아가 '최대 변수'","27일(현지시간) 파이낸셜타임즈(FT), CNBC 등에 따르면 러시아는 최근 국제유가가 배럴당 60달러 선에서 안착하자 현행 감산 합의를 내년 말까지 추가 연장하는 방안에 난색을 표하고 있다. OPEC의 한 소식통은 ""러시아가..."
1427,2017.11.22.,日 첫 제트여객기 MRJ 개발사업 난항…수주 취소 위기,"국제유가가 몇년 새 배럴당 100달러에서 절반 수준인 50달러대로 떨어진 점도 악재다. MRJ는 다른 기종에 비해 30% 개선된 연비를 강점으로 내세웠지만, 유가 하락으로 항공사들이 연비에 큰 신경을 쓰지 않기..."
1428,2017.12.01.,"R-OPEC, 내년 말까지 감산 유지 합의했지만…",그의 추측대로 산유국들은 ‘9개월 감산 연장’에 합의했으나 이날 국제유가 상승은 제한적이었다. 이날 미국 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부 텍사스산 중질유(WTI)는 전날보다 배럴당 0.17%(10센트) 오른...
1429,2017.12.01.,"11월까지 누적 수출액 사상 최대, 반도체와 일반기계 수출 호조","산업통상자원부는 ""글로벌 경기가 회복세를 보이고 한국과 중국 관계가 개선되며 국제유가 상승으로 주력품목의 단가가 오르고 있어 양호한 교역여건이 이어질 것""이라며 ""다만 주요국의 보호무역주의와..."
1430,2017.11.25.,"다음주, 미국 연준 입·한국 금통위·OPEC 회의 주목","김병연 연구원은 “최근 국제 유가는 11월 30일 OPEC 정기총회에서 내년 3월까지 유효한 감산합의를 9개월, 즉 내년 말까지 연장할 것이라는 기대를 반영 중”이라며 “다만, 추가 감산 물량의 확대 없이 기간만 9개월로..."
1431,2017.11.23.,진에어 상장 훈풍타고 항공株 날개펴나,"심지어 국제유가 상승이 항공사 실적에 도움이 될 수 있다는 분석도 나온다. IB업계 관계자는 ""오히려 국제유가 하락이 경기에 부정적인 영향을 미치기 때문에 유가 하락은 주된 수익원 중 하나인 해외여행 축소로..."
1432,2017.11.18.,"“기름값, 당분간 더 오른다”","한국석유공사는 “미 원유 생산이 역대 최고치를 기록하고 국제에너지기구(IEA)가 세계 수요 증가 전망을 하향하는 등의 영향으로 국제유가는 소폭 하락했지만, 기존 상승분이 반영됨에 따라 국내유가는..."
1433,2017.12.01.,<<마켓토론>> 변곡점에 있는 증시 12월 하반기 전망,Q.> 최근 국제 유가 흐름과 석유수출국기구(OPEC) 정례 회의 관전 포인트는 무엇인가요? 전승지 : OPEC 회의에서 감산 기간 연장 여부 주목됨. 러시아가 감산에 소극적인데다 최근 원유 가격이 지지력을 나타내고 있는...
1434,2017.11.29.,"뉴욕증시, 미 GDP 호조에 다우·S&P 사상 최고 출발","국제유가는 주요 산유국의 감산 연장 기대에도 내렸다. 1월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 0.31% 하락한 57.81달러에, 브렌트유는 0.2% 내린 63.48달러에 움직였다. 시카고상품거래소(CME) 페드워치에..."
1435,2017.11.25.,"국내 기름값 17주 연속 상승세...""앞으로 더 오른다""",서울시내 주유소.(사진=연합뉴스) [에너지경제신문=나유라 기자] 국제유가가 강세를 보이면서 국내 휘발유 가격이 17주 연속 상승세를 기록했다. 25일 한국석유공사 유가 정보 서비스 오피넷에 따르면 11월 넷째...
1436,2017.12.02.,"휘발유값, 18주 연속 상승..“계속 오른다”","8원을 나타냈다. 한국석유공사 관계자는 “산유국간 감산 기간 재연장 합의, 미 정제투입량 증가 및 정제가동률 상승 등으로 국제유가가 소폭 상승함에 따라 국내유가는 오름세를 이어갈 것”이라고 내다봤다.  "
1437,2017.12.02.,[EE칼럼] OPEC과 러시아의 견고한 원유 감산 공조,국제 유가 수준은 아람코의 상장 가치를 좌우할 결정적인 요소이므로 사우디에게 유가 부양은 긴요한 과제다. 러시아에게도 유가 하락을 방지하는 것은 중요하다. 러시아는 에너지부문이 수출의 70%를 차지하고...
1438,2017.11.19.,현대경제硏 “한국 경제 감내가능 환율 1184원”,"다만 북한 리스크, 국제유가 상승 가능성, 한미 간 기준금리 인상 속도 차이 등으로 원화가치가 중장기적으로는 약세로 돌아설 수도 있다고 봤다. 연구원은 환율 급락을 막기 위해 미세조정을 포함한 시장안정화..."
1439,2017.11.21.,사드배치 여파에 우리 기업 중국 내 자회사 첫 감소,"전체 기업 매출액은 국제유가 하락 등 영향으로 2014년과 2015년 2년 연속 뒷걸음질 치다 지난해 증가세로 전환했다. 제조업 매출은 1천296조원으로 1.2% 감소했으나, 도소매업(317조원)과 건설업(168조원)이 각각 3.4..."
1440,2017.11.20.,"IMF, 올해 러 경제성장률 전망 1.8%→2% 상향 조정","IMF는 이달 전문가들을 러시아에 보내 실사를 벌인 결과 이 같은 결론을 내렸다며 ""이러한 성장은 국제 유가 상승과 러시아 내부 금융여건 개선 때문""이라고 설명했다. 또 ""중기적으로는 인구 요소와 구조적 제한..."
1441,2017.11.28.,[뉴욕마감]혼조세 마감…세제개혁안·금리정책 불확실성 부각,국제유가는 30일 석유수출국기구(OPEC) 회동을 앞둔 가운데 혼조세를 나타냈다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부텍사스산 원유(WTI)는 배럴당 1.4%(0.84달러) 떨어진 58.11달러에 거래를 마쳤다. 런던 ICE...
1442,2017.12.06.,삼성중공업 “올해 영업손실 4900억 원 전망”,"이어 “4분기 이후 공시를 하게 되면 국제 유가 오르고 있고, 업황은 긍정적인데 충격이 커질 것 같아서 조기 공시했다”며 “가용 자금이 연말도 그렇고 현금흐름도 그렇고, 문제가 있는 상황이다. 조선업 리스크..."
1443,2017.12.01.,11월 소비자물가 전년비 1.3%↑…전망치 대폭 하회(종합),"기재부는 ""향후 물가는 국제유가 변동, 조류독감(AI) 재발 등 위험요인이 있지만, 농산물 가격 안정 등으로 안정세를 지속할 것""이라고 전망했다. 이어 ""가격 강세가 이어지고 있는 일부 생활밀접 품목에 대한 수급..."
1444,2017.11.16.,12월 국제선 항공권 유류할증료 또 오른다,국제유가 상승으로 이달에 이어 다음 달에도 국제선 유류할증료가 한 단계 더 오릅니다. 항공업계에 따르면 12월 국제선 유류할증료는 2단계에서 3단계로 11월보다 한 단계 상승했습니다. 국제선 유류할증료는...
1445,2017.11.29.,매출액 전년보다 평균 0.3% 늘고 1000원어치 팔아 58.9원 남겨,"전체 기업 매출액은 국제유가 하락 등 영향으로 2014년과 2015년 2년 연속 뒷걸음질 치다 지난해 증가세로 전환했다. 업종별로 살펴보면 제조업 매출은 1296조원으로 1.2% 감소했으나, 도소매업(317조원)과 건설업..."
1446,2017.11.12.,겨울철 치솟는 휘발윳값,= 국제유가 상승으로 국내 휘발윳 값이 15주 연속 상승했다. 12일 오전 서울 중구 주유소에서 시민이 '휘발유 2089'이라고 적힌 가격안내판 앞을 지나고 있다. 2017.11.12. scchoo@newsis.com [사진 영상...
1447,2017.11.28.,대전·충남 생활물가 가장 덜 올랐다,"2013년 국제유가 하락이 시작됨에 따라 석유류 지수 역시 내림세를 기록했다. 교육비의 경우 5년 전과 비교해 유치원(12.2%), 사립대학교(5.7%), 전문대학(4.8%), 고등학교(2.7%) 등에서 감소했다. 특히 사립유치원..."
1448,2017.11.16.,뉴욕증시 3대지수 일제히 하락…다우 0.59%↓,= 15일(현지시간) 미국 뉴욕증시의 3대지수가 국제유가의 하락과 도널드 트럼프 미국 행정부의 법인세 인하가 순조롭지 않을 것이라는 전망이 제기되면서 일제히 하락 마감했다. 이날 뉴욕증권거래소(NYSE)에서...
1449,2017.11.23.,"'힘 실린 원화' 환율 연중 최저치…""수출은 어쩌나""","여기에 최근 오름세를 보이는 국제유가와, 이르면 이달 말 예상되는 금리인상도 복병입니다. [이창선/LG경제연구원 수석연구위원] ""그동안 낮게 유지돼왔던 원화 가치와 유가, 금리가 일제히 상승세를 보이고 있어..."
1450,2017.11.14.,"대한항공, 3분기 영업익 3555억...전년比 22.7% 감소","/사진=fnDB 대한항공이 3·4분기 국제유가 상승과 사드·북핵 영향에 따라 수익이 감소했다. 대한항공은 3·4분기 매출액 3조2139억원, 영업이익 3555억원을 기록했다고 14일 밝혔다. 매출은 지난해 같은 기간에 비해 3.1..."
1451,2017.11.27.,지난해 자동차·조선·전자업 종사자 3만8000명↓,"이에 통계청은 국제유가 하락 등 영향으로 석유정제(-11.2％), 전자(-3.3％), 조선(-7.9％) 등에서 출하액이 감소한 것이 영향을 줬다고 분석했다. 제조업 분야 사업체당 출하액은 204억9000만원으로 전년보다 1.2..."
1452,2017.11.29.,"[경남]""기술력으로 승부한다""…해양플랜트 지원센터 개소","하지만, 최근 들어 국제유가 하락과 미국의 셰일오일 공급으로 해양플랜트의 국내 수주량이 급감했습니다. 이런 해양플랜트 산업의 기술 개발과 해외시장 진출을 도울 지원센터가 문을 열었습니다. 기술의 국산화와..."
1453,2017.11.27.,광업·제조업 4년연속 출하액↓…부가가치는↑,"광업·제조업의 부진은 세계경기 불황에 기인한 것으로 국제유가가 급락함에 따라 석유정제와 조선의 출하액이 각각 11.2%, 7.9% 감소한 것으로 파악됐다. 전자산업 역시 전년대비 3.3% 감소했다. 부가가치는..."
1454,2017.11.30.,BNK연구소 내년 동남권 경제성장률 1.4%…저성장 지속,"수주와 생산간 시차가 1∼2년 존재하는 점을 고려할 때 내년에도 일감 부족에 따른 생산부진이 여전할 것이라는 전망입니다.연구소는 미국 시장의 수요 둔화, 국제유가 상승세, 내수시장 부진 등으로 자동차와 석유화학..."
1455,2017.12.06.,"[해외시황] 뉴욕, 기술주 약세에 하락…유럽도↓",국제유가는 석유수출국기구(OPEC) 정례회담 이후 안정을 찾고 있다. 앞서 OPEC 회원국과 러시아 등 비회원 산유국은 오스트리아 빈에서 정례회의를 열고 내년 말까지 하루 180만배럴 수준의 감산 정책을 연장하기로...
1456,2017.11.27.,"OPEC 30일 총회서 감산 연장 발표할까…FT ""서프라이즈 없을 것""",오는 30일(이하 현지시간) 오스트리아 빈에서 열리는 산유국의 정례총회를 앞두고 국제유가는 등락을 반복하고 있다. 사우디아라비아와 러시아가 감산 연장안을 놓고 막판까지 줄다리기를 이어가면서 이번 회의에서...
1457,2017.11.30.,[외신뉴스] FANG 시총 600억 달러 증발...21개월來 최대 낙폭,"투자은행들은 OPEC의 시장 안정 노력 등에 힘입어 국제유가가 모두 높아질 것이라며, 유가 전망치를 상향조정했습니다. 4. 백악관에 따르면 현지시간 29일, 트럼프 대통령이 북한의 대륙간탄도미사일 발사 도발과 관련해..."
1458,2017.11.16.,베네수엘라 사실상 ‘디폴트’,국제유가 하락이라는 외부 요인에 좌파 포퓰리즘 정권의 실정이 결합된 결과다. 14일(현지시간) 국제 신용평가회사 2곳이 베네수엘라 국가 신용등급을 전면적인 디폴트(채무불이행) 바로 전 단계로 강등했다. 피치는...
1459,2017.11.20.,원자재 가격 상승에…생산자물가지수 상승세 유지,올해 하반기 들어 국제유가 등이 상승하면서 생산자물가지수는 지난달 2년9개월만에 최고치를 경신했다. 10월 생산자물가지수는 공산품이 올랐고 농림수산품은 내렸다. 공산품은 국제유가 등 국제원자재 가격 상승...
1460,2017.11.20.,"서울시, 택시·상수도·주차요금 인상 검토…연구용역 착수",택시요금의 경우 서울시는 지난 4월 국제유가 하락 등으로 요금인상요인이 없다고 발표했다. 하지만 택시업계의 요금인상 건의가 이어지면서 택시요금 인상에 대한 논의를 재개했다. 서울 택시요금은 지난 2013년 10월...
1461,2017.11.18.,[연합뉴스 이 시각 헤드라인] - 10:00,"전문보기: http://yna.kr/8GRn7KzDAs2 ■ 넉달동안 오른 기름값 ℓ당 1천520원…""당분간 상승세"" 국제유가 상승세가 둔화했지만 국내 기름값은 꾸준히 오르고 있다. 18일 한국석유공사 유가 정보 서비스 오피넷에 따르면..."
1462,2017.11.15.,"러-베네수엘라, 3조5천억 원 상당 채무 재조정 합의",베네수엘라는 지난 2011년 12월 러시아로부터 차관을 도입했으나 2014년 이후 국제유가 하락 등에 따른 경제위기로 채무를 제때 갚지 못했다. 베네수엘라 국기 [위키피디아 자료 사진] cjyou@yna.co.kr ▶기사제보 및 문의...
1463,2017.11.12.,휘발윳 값 15주 연속 상승,= 국제유가 상승으로 국내 휘발윳 값이 15주 연속 상승했다. 12일 오전 서울 중구 주유소에서 주유소 직원이 주유를 하고 있다. 2017.11.12. scchoo@newsis.com [사진 영상 제보받습니다] 공감언론 뉴시스가 독자...
