,날짜,제목,요약
1251,2018.08.06.,이란서 美제재 앞두고 금 사재기…금 수요 3배↑·리알화 가치 반토막,"이 경우 우리나라를 비롯해 대이란 무역에 참여하는 국가들의 피해가 불가피하며, 이란이 전 세계 원유 해상수송량의 30%를 차지하는 호르무즈 해협 봉쇄 카드까지 내놓을 경우 국제유가 급등을 초래할 수 있다...."
1252,2018.08.07.,"LCC업계, 신규 사업자 대거 진입 가능성에 ""날개 꺾일까 우려""",◆신규 사업자들 대거 대기 중 하지만 LCC업계에 따르면 지금까지의 LCC 호황은 사실상 국제 유가의 하락 덕분이라는 분석이다. 최근 국제 유가가 상승 추세로 돌아서 LCC업계가 긴장하고 있다. 또한 근거리 국제선은...
1253,2018.08.07.,[뉴욕마감]무역전쟁 우려 덮은 기업실적…일제히 상승,국제 유가는 상승했다. 미국의 제재로 인해 이란의 원유 거래가 급감할 것이라는 전망에 따라 서부텍사스산원유(WTI)가 0.8% 상승하며 배럴당 69.01달러에 마감했다. 이날 월가에서는 WTI가 조만간 배럴당 90달러까지 뛸...
1254,2018.07.31.,투자 4개월째 내리막… 산업생산도 감소전환,한경연은 최저임금 인상 논란과 국제유가 상승 등 기업의 비용부담 증가도 기업 심리 위축에 영향을 줬을 것으로 분석했다. 7월 BSI도 89.7로 올 2월 이후 처음으로 80대를 기록했다. 7월 실적은 고용(101.6)을 제외한...
1255,2018.08.01.,7월 소비자물가 1.5％↑…경유값 16개월만에 최고,[tbs 이은성 기자] 소비자물가 상승률이 10개월 연속 1％대를 유지했지만 석유류 제품 가격은 국제유가 상승 여파로 크게 올랐습니다. 통계청이 발표한 소비자물가 동향을 보면 지난달 소비자물가지수는 1년 전보다...
1256,2018.08.09.,[Biz 브리프] '증시 혼조세로 마감' 외,유가 7주 만에 최저 국제유가가 8일 미중 무역전쟁 격화에 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 9월 인도분 서부 텍사스산 원유(WTI) 가격은 전날보다 배럴당 3.2%(2.23달러) 내린 66.94달러에 거래를 마쳤다. 이는...
1257,2018.08.05.,[누진제 바뀐다]④'전기료 개편=복합방정식'…고민에 빠진 정부,"최근 국제유가, 유연탄 등 연료비가 상승한데다, 원전 예방정비 때문에 일부 원전이 일시 가동 중지되면서 연료비가 비싼 천연가스(LNG) 발전 구입량이 늘어난 탓이다. 2016년 한전의 재무상태가 안정적이었던 상황과 차이가..."
1258,2018.08.08.,"에쓰오일, 고공비행 예약… 'RUC·ODC 상업가동' 스타트","특히 국제유가의 영향을 받는 정유부문을 벗어나 비정유 사업부문의 포트폴리오를 강화, 안정적인 성장기반을 마련할 수 있게 된다. 에쓰오일 관계자는 ""RUC·ODC 프로젝트의 상업가동 시기는 RUC의 경우 3분기, ODC는..."
1259,2018.08.06.,주유소 휘발유 판매가 1614원…서울 1698.6원,"7원 낮았다. 한국석유공사 관계자는 ""국제유가는 미국 쿠싱 지역 원유 재고 감소 및 미국과 이란 갈등 고조 등의 영향으로 상승했다""며 ""국내제품 가격도 강보합세를 보일 것""이라고 전망했다. / 이비앤"
1260,2018.08.01.,"통계청, 7월 소비자물가 1.5％↑…경유 14.6%↑","통계청이 오늘 발표한 소비자 물가 동향 보고서를 보면, 석유류가 국제 유가 상승으로 12.5% 올랐으며, 특히, 경유는 14.6%나 치솟으며 16개월 만에 가장 높은 상승률을 보였습니다. 농산물 가격도 쌀과 고춧가루..."
1261,2018.07.28.,주유소 휘발유·경유 가격 연중 최고치 경신,"석유공사는 미국의 재고 감소와 사우디아라비아 원유 수송로 차단 등의 영향으로 이번 주 국제유가가 상승했지만, 다음 주 국내 제품 가격은 한 주 전의 국제유가 하락분과 이번 주의 상승분이 반영돼 보합세를..."
1262,2018.07.31.,기업 경기전망 18개월 만에 최저치…내수·수출 모두 부진 전망,한경연은 최저임금 인상 논란과 국제유가 상승 등 기업의 비용부담 증가도 기업 심리 위축에 영향을 줬을 것으로 분석했다. ▶ 이시각 주요뉴스 ▶ 기자와 카톡 채팅하기 ▶ 노컷뉴스 영상 구독하기 sunkim@cbs....
1263,2018.08.07.,연속 악재 벗어날까?…대내외 변수에 출렁이는 해외건설,삼성엔지니어링의 약진은 국제유가 상승으로 인한 석유ㆍ화학플랜트 발주 증가에 힘입은 것이다. 결과 올해 상반기 기준 수주잔고는 13조7548억원으로 6조9625억원을 기록한 전년에 비해 두 배 가량 올랐다....
1264,2018.08.03.,하반기 일자리 암울... '반도체·금융' 빼고 다 줄어든다,"글로벌 물동량 증가 국제유가 상승 선박 공급과잉의 점진적 해소 국제 환경규제 시행 등으로 조선시황이 회복세로 돌아서고 있지만, 일감 감소와 해양 플랜트 수주 감소로 지난해 하반기 조선 업종의 고용은 지난해..."
1265,2018.08.03.,상반기 경상수지 흑자 6년來 최소...서비스수지 적자 최대,"반도체 시장 호황에 힘입어 상반기 수출(3,072억8,000만달러)이 1년 전보다 8.8% 늘어 역대 2위를 기록하는 호조를 보였지만, 국제유가 상승과 승용차 수입 증가 등의 영향으로 수입(2,515억9,000만달러)이 11.5% 늘어..."
1266,2018.08.06.,에너지 전환 앞에 선 LNG 산업이 가야할 길,유가연동 가격 결정은 가스 간 경쟁이 없거나 경쟁이 제한적이었던 동북아시아와 유럽 가스 시장에서 LNG 도입 가격을 천연가스의 변동 시장가격이 아닌 국제유가에 연동하여 결정하도록 하는 계약 조건이다. Take or Pay...
1267,2018.08.04.,"'불시착' 티웨이항공, 순항은 언제쯤?",실제 미국 서부텍사스산원유(WTI) 기준 연초 배럴당 60달러 아래였던 국제유가는 최근 70달러선을 돌파해 항공사들의 영업실적에 대한 기대감이 전반적으로 낮아졌다. 강선진 KB증권 연구원은 “지난해 하반기 이후...
1268,2018.08.04.,전국 휘발유값 10주째 1600원대 고공행진…또 연중 최고가,"한국석유공사 측은 ""국제 유가는 미국 쿠싱 지역 원유 재고 감소와 미국과 이란 갈등 고조 등의 영향으로 상승했다""며 ""국내제품 가격도 강보합세를 보일 것""이라고 예상했다며[머니투데이방송 MTN = 윤석진..."
1269,2018.08.05.,[서경스타즈IR]실적 개선·설비 고도화...성장세 이어진다,국제 유가 변동 불확실성과 정제 마진 하락에도 2·4분기 깜짝 실적을 기록했고 하반기에는 ‘숙원사업’인 잔사유 고도화 콤플렉스(RUC) 및 올레핀다운스트림콤플렉스(ODC)의 본격 가동 기대감도 크다. 보수적인...
1270,2018.08.01.,[종합] 폭염 속 밥상물가 급등…휘발유값도 고공행진,[세종=뉴스핌] 한태희 기자 = 국제유가 강세가 국내 경유와 휘발유 등 석유류 가격을 크게 밀어 올렸다. 지난 7월 석유류 가격은 전년동월대비 12.5% 상승했다. 폭염 영향으로 농산물 가격도 올랐다. 다만 지난해...
1271,2018.08.08.,"신흥시장 주식형 펀드, 원유 관련 주식 비중 축소",FT에 따르면 국제 유가가 배럴당 30달러 아래로 떨어졌던 2016년 초에도 원유 관련 주식을 포함한 EM 주식형 펀드의 비중은 전체의 84%에 달했다. 이후 유가가 배럴당 53달러대로 회복하면서 2017년 초 원유 관련 펀드...
1272,2018.08.01.,울산 생활물가 펄펄 끓는다,연합뉴스 국제유가 상승과 최저임금 인상 여파로 울산지역 공업제품과 서비스 가격이 크게 뛰었다. 또 폭염과 여름 휴가철에 채소류와 축산물 등 물가가 전월 보다 껑충 뛰어 체감 물가수준을 크게 높였다....
1273,2018.08.07.,"제주항공, 2018 상반기 매출 5918억 ‘역대 최대’ 실적…16분기 연속흑자","제주항공 관계자는 7일 “지난해와 비교할 때 국제유가 등 원가상승 요인이 강했지만 상반기 기준으로 사상 최대 실적을 기록했다”면서 “적극적이고 선제적인 투자, 단일기종 전략에 따른 고정비 절감효과 등..."
1274,2018.08.09.,"중국, 美수입품에 추가관세… 자동차 관련 제품 집중 타깃",추가관세 대상은 지난 6월 발표한 114개에서 333개로 대폭 늘었다. 특히 자동차 관련 제품에 대한 관세가 대폭 강화됐다. 다만 국제유가 상승세를 감안해 원유에 대해서는 오히려 완화한 것으로 전해졌다.   
1275,2018.07.26.,올 2분기 한국경제 성장률 0.7%,이와 관련해 박 국장은 “2분기중 국제유가 상승폭이 반도체와 석유화학 등 주요 수출품 가격 상승보다 더 컸기 때문”이라고 설명했다. 이순혁 기자 hyuk@hani.co.kr ▶ 한겨레 절친이 되어 주세요! [오늘의 추천 뉴스]...
1276,2018.08.08.,[5스타전략] 옵션만기를 하루 앞두고 지수 보다는 종목에 초점!,"이밖에 국제유가 상승에 힘입어 엑슨모빌 및 셰브론등이 동반 상승했습니다. 반면 애플은 중국 인민일보가 인민들과 이익을 더 나눠야 한다는 보도가 나오자 -0.94% 하락 하였고, 페이스북은 전일 발표한 금융 관련..."
1277,2018.08.08.,[증시브리핑] 실적 낙관론·테슬라 12% 급등에…美 증시 상승,◇ 상품 마감 국제유가는 소폭 더 상승했습니다. 이란 제재가 현실화됐지만 이미 기대감이 반영되었기 때문에 상승폭은 제한적이었습니다. (자세한 내용은 동영상을 시청하시기 바랍니다. ) ☞ 의견 있는 경제채널...
1278,2018.08.09.,"중국 언론, 미중 무역전쟁에 “미국 마피아정신” 비난 …관세 전쟁 장기화 조...",악화되는 무역전쟁으로 냉각되는 국제 경제를 증명하듯 국제유가가 8일(현지시간) 미중 무역전쟁 격화에 하락했다. 런던 ICE 선물거래소의 10월물 브렌트유는 비슷한 시각 배럴당 3.11%(2.32달러) 하락한 72.33달러에...
1279,2018.08.06.,"[I-리포트] 지역난방공사, 2분기 수익성 악화… 목표가↓ -유진證","이어 황 애널리스트는 ""국제유가가 전년 동기 대비 30% 이상 상승하면서 집단에너지용 LNG 단가도 8.5% 상승했다""며 ""동탄2 신규 발전소의 도입으로 감가상각비도 17% 증가해 비용 부담이 지속되는 상황""이라고 지적했다...."
1280,2018.08.07.,제주항공 날았다,"제주항공 관계자는 ""지난해와 비교해 국제유가 등 원가 상승 요인이 강했지만 적극적이고 선제적인 투자, 당일 기종 전략에 따른 고정비 절감 등이 좋은 효과를 냈다""고 말했다."
1281,2018.08.09.,[글로벌 증시] 다시 불붙은 미·중 무역갈등에 美·유럽 시장 모두 약세,다만 무역전쟁 격화에 대한 우려로 국제유가가 급락하면서 에너지주 등은 약세를 보였다.   시카고상품거래소(CME) 페드워치에 따르면 FF 금리선물 시장은 올해 9월 25bp 기준금리 인상 가능성을 96.0...
1282,2018.08.01.,7월 소비자물가 1.5% 상승…휘발유 등 석유제품 가격 급등,"국제유가 상승으로 인해 휘발유와 경유 등 석유제품들의 가격이 급등했습니다. 통계청이 발표한 '7월 소비자물가동향'을 보면 지난달 소비자물가지수는 104.37로, 1년 전보다 1.5% 상승했습니다. 지난해 7월∼9월..."
1283,2018.08.04.,주유수 휘발유 가격 5주째 상승…연중 최고치에 서울은 ℓ당 1700원,석유공사는 “국제유가는 미국 일부 지역의 원유 재고 감소 및 미국·이란 갈등 고조 등의 영향으로 상승했다”묘 “국내 제품 가격도 강보합세를 보일 것으로 전망된다”고 전했다. 한편 우리나라가 주로...
1284,2018.08.07.,제주항공 상반기 매출 5918억원…역대 최대,"제주항공 관계자는 ""지난해와 비교해볼 때 국제유가 등 원가 상승 요인이 강했음에도 불구하고 최대 실적을 기록했다""며 ""적극적·선제적 투자와 단일기종 전략에 따른 고정비 절감효과 등 차별화된 사업모델이..."
1285,2018.08.03.,휘발유 가격 5주 연속 상승…연중 최고치 리터당 1614원,한국석유공사는 “국제 유가가 미국 쿠싱 지역 원유 재고 감소와 미국·이란 갈등 고조 등의 영향으로 상승했다”며 “국내 제품 가격도 강보합세를 보일 것”이라고 전망했다. [설성인 기자 seol@chosunbiz.com]...
1286,2018.08.06.,회생절차 밟는 성동조선…새 주인 찾는다,"매각주관사와 채권단은 전방산업인 해운업 시황이 개선 중이라는 점, 국제 유가 상승과 국제해사기구의 해상환경규제 강화 조치로 이 회사 주력 선종인 탱커(액체운반선) 발주량 증가가 예상되는 점은 긍정적이라고..."
1287,2018.08.01.,[폭염에 신선물가 급등] 배추 39%·시금치 50%↑..깻잎은 일주일새 2배 껑충,"한편 국제유가 상승으로 석유류와 공업제품은 비교적 높은 상승률을 나타냈다. 석유류는 지난해 같은 기간보다 12.5%, 전월 대비 0.3% 상승했다. 품목별로는 경유(14.6%), 휘발유(11.8%), 자동차용 액화석유가스(LPG·10.7..."
1288,2018.07.28.,휘발유價 매주 최고치 경신…서울 1700원 목전,"감산 이행률 하락이 상승폭을 제한했다""면서 ""국내 제품가격은 전주 국제유가 하락분과 이번주 국제유가 상승세를 반영해 보합세를 보일 것""이라고 전망했다. ▶더 많은 머니투데이 기사보기 ▶실시간 급상승 기사"
1289,2018.08.06.,"미국 이란 제재, 한국경제 또다른 악재되나 …국내업체 수출타격 우려",[뉴스프리존= 정은미 기자] 국내 정유업계는 중동 정세 불안에 따라 단기적으로 국제유가가 상승을 반기는 입장이다. 재고마진율이 높아져 단기적인 수익 극대화를 꾀할 수 있기 때문이다. 하지만 올해 4분기부터 이란산...
1290,2018.08.07.,KDI “내수가 경기개선 제약”…노동시장은 여전히 '암울',"단, 반도체를 중심으로 국제유가 상승에 따른 가격 상승에 힘입은 석유제품‧철강제품이 수출을 주도하는 것은 한계로 지목된다. 현재 경기상황을 볼 수 있는 동행지수 순환변동치는 6월에 전월보다 0.2포인트..."
1291,2018.08.07.,"제주항공, 16분기 연속 흑자...상반기 매출액 6000억 육박 역대급 실적 기록","제주항공 관계자는 ""지난해와 비교할 때 국제유가 등 원가상승 요인이 강했지만 상반기 기준으로 사상 최대 실적을 기록했다""며 ""적극적이고 선제적인 투자, 단일기종 전략에 따른 고정비 절감 효과 등 다른 항공사와..."
1292,2018.08.01.,"키움증권, 연 10.5% 수익 추구 스텝다운형 DLS 출시","국제유가를 기초자산으로 포함해, 기초자산이 주가지수로만 구성된 동일구조의 상품보다 높은 수익률을 추구하는 것이 특징이다. 3년 만기에 6개월 단위로 조기상환 기회가 있다. 키움증권 제842회 ELS는 발생..."
1293,2018.08.07.,"뉴욕증시, 호실적 기댄 낙관론 지속 상승 출발","국제유가는 상승했다. 9월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 0.51% 상승한 69.36달러에, 브렌트유는 0.98% 오른 74.47달러에 움직였다. 시카고상품거래소(CME) 페드워치에 따르면 연방기금(FF) 금리선물..."
1294,2018.08.06.,[칼럼] 소비자가 선택한 혁신은 하이브리드카,최승노 자유기업원 원장아시아투데이 김병훈 기자 = 50달러대의 낮은 수준을 유지하던 국제유가가 배럴당 70달러대로 다시 상승했다. 이에 따라 연비가 높은 차량에 대한 관심도 높아질 전망이다. 소비자 입장에서...
1295,2018.08.02.,출렁거리며 야금야금 오르는 '화·금·철',상반기 국제 유가 급등에 따른 마진 축소로 어려움을 겪었던 화학업종은 최근 유가 상승세가 진정되면서 ‘파란불’이 켜졌다. 금융정보업체 에프앤가이드가 화학업종으로 분류한 17개 종목의 올해 영업이익...
1296,2018.07.25.,상반기 항공여객 5천807만명…역대 최고 기록,"국토부 관계자는 하반기 전망에 대해 ""원달러 환율 상승 및 국제유가에 따른 유료 할증료 인상 등의 부정적인 요인은 있으나 여름 성수기와 추석연휴, 주 52시간 근무제 시행 등으로 항공여객 성장세는 지속될..."
1297,2018.08.07.,"삼성중공업 대우조선해양, 부유식 LNG설비도 중국 도전에 직면",그동안 대형 부유식 원유 생산·저장·하역설비(FPSO)는 조선3사가 일감을 쓸어담다시피 경쟁력을 보였던 부문이지만 국제유가가 떨어지면서 발주처의 자금 사정이 빠듯해지자 이 일감이 싱가포르 조선사...
1298,2018.08.01.,폭염에 농산물 가격 껑충...경유 가격은 14.6% 올라,"전반적으로 안정적인 물가를 보였지만 폭염에 농산물 가격이 상승하고, 국제 유가 상승의 여진으로 경유가격과 교통비가 올랐다. 통계청이 1일 발표한 '7월 소비자물가동향'에 따르면..."
1299,2018.08.01.,'누진제 폐지법안' 통과될까..넘어야할 산 3가지,1차 석유파동으로 국제유가가 뛰고 발전원가가 오르자 전기 과소비를 억제하는 게 필요하다는 이유에서다. 하지만 ‘왜 주택용에만 누진제를 적용하는가’라는 논란은 끊이지 않았다. 급기야 인천지법 민사16부...
1300,2018.07.21.,휘발유·경유·등유 가격 일제히 '연중 최고치'…3주째 상승,"석유공사는 ""국제 유가의 수급 전망이 혼조세를 보임에 따라 국내 제품 가격은 당분간 보합세를 보일 것으로 전망된다""고 밝혔다. 우리나라가 주로 수입하는 두바이유의 경우 7월 셋째주 가격이 배럴당 평균..."
1301,2018.08.01.,티웨이항공 코스피 상장 첫 날 공모가 밑돌아 체면 구겨,국제유가와 환율 등 경영환경이 앞으로 티웨이항공 수익에 악영향을 끼칠 수 있다는 불확실성이 부각돼 투자심리가 위축된 것으로 보인다. 티웨이항공은 앞서 코스피 상장을 위해 기관투자자를 대상으로 수요예측을...
1302,2018.07.26.,2분기 성장률 0.7% 그쳐...3분기 전망 '암울'(종합),"특히 미중 무역분쟁 격화, 국제유가 상승, 급격한 최저임금 인상 등 대내외 악재 여파로 최근 수출과 소비마저 꺾이는 양상을 보이고 있어 올해 하반기 경제에 대한 우려감이 급속히 퍼지고 있다. 정부가 최근 3.0%에서..."
1303,2018.08.02.,서울 주유소 휘발유값 1700원 돌파…3년8개월만,산유국의 감산합의 이행과 중동의 지정학적 리스크 증가 등이 국제유가 고공행진을 이끌었다. 이후 휘발유값은 2월 둘째주부터 9주간 하락하는가 싶더니 4월 넷째주부터 다시 상승흐름으로 바뀌었다. 이날...
1304,2018.08.04.,주유소 휘발유 가격 5주 연속 상승 '연중 최고치'…1천700원 육박,"석유공사는 ""국제유가는 미국 일부 지역의 원유 재고 감소 및 미국·이란 갈등 고조 등의 영향으로 상승했다""면서 ""국내 제품 가격도 강보합세를 보일 것으로 전망된다""고 밝혔습니다. 우리나라가 주로..."
1305,2018.08.03.,미국 원유재고 하락에 WTI 1.9%↑,(조세금융신문=고승주 기자)  국제유가가 미국 원유재고 하락에 사흘 만에 반등했다.   2일(현지시간) 뉴욕상업거래소(NYMEX)에서 거래 마감된 9월 인도분 서부 텍사스산 원유(WTI) 가격은 배럴당 68.96달러로...
1306,2018.08.06.,"원유 수입 10% 차지하는 이란, 美 제재에 우려 증폭",정유업계의 경우 이란에 대한 제재로 국제유가가 상승하면 재고마진율 증대로 단기적인 수익을 높일 수 있다. 그러나 올해 말 이란산 원유 도입으로 나프타 생산을 늘리려 한 계획에 차질이 우려된다. 문제는 현재...
1307,2018.08.01.,"인도, 기준금리 0.25%p 인상",인도 내수 시장의 호황과 국제유가 상승으로 인한 수입 물가 상승으로 지난 6월 소비자물가 상승률은 5%에 달했다. 이는 RBI의 물가상승률 목표인 4%를 웃도는 수치다. 미국 연방준비제도(Fed·연준)의 기준금리...
1308,2018.08.07.,"'1700억원대 과세 불복' 포스코, 이달 중 조세심판 청구",포스코가 지난 2003년 영국 기업 BP(The British Petroleum)로부터 인도네시아 탕구 가스전을 통해 LNG를 도입할 당시에는 국제유가가 저유가였지만 관세청이 기준 삼는 가스공사의 지난 2010년 LNG 수입가격은 국제유가가...
1309,2018.07.20.,수박 15%·무 39%↓…6월 생산자물가 보합세,[정오뉴스] 국제유가 상승세가 주춤하고 농산물 가격이 하락하면서 6월 생산자물가는 보합세를 보였습니다. 한국은행이 발표한 '6월 생산자물가지수'는 104.41로 한 달 전과 같은 수준이었습니다....
1310,2018.07.30.,"정부 ""향후 세계무역 갈등 핵심은 자동차 수입규제""","정부는 아울러 국제금융시장 불안, 국제 유가 상승을 상반기 세계경제의 특징으로 꼽았다. 기재부는 ""세계경기 회복에도 주요국 통화정책 차별화, 글로벌 무역갈등 등이 금융시장 호조세를 제한했다""면서 ""유가는..."
1311,2018.08.08.,"기계·전자·철강·디스플레이·건설산업, 하반기 일자리 전년 동기 수준 '유...","글로벌 물동량 증가, 국제유가 상승, 선박 공급과잉의 점진적 해소, 국제 환경규제 시행 등으로 조선시황이 회복세를 보이고 있고, 2018년 상반기에 고부가가치선 중심으로 선박 수주에 있어서도 세계시장 선두를 다시..."
1312,2018.08.01.,"매파에 무게중심… 한은, 8월 금리인상 유력","B위원도 ""물가상승 압력이 최근 지표물가가 시사하는 것보다 높은 수준에서 진행될 가능성이 있다""며 ""당분간 주요국 통화정책 변화, 무역갈등과 지정학적 리스크 등으로 인해 환율과 국제유가 변동성이 확대될 수 있고..."
1313,2018.07.20.,수박 15%·무 39%↓…6월 생산자물가 보합세,국제유가 상승세가 주춤하고 농산물 가격이 하락하면서 6월 생산자물가는 보합세를 보였습니다. 한국은행이 발표한 '6월 생산자물가지수'는 104.41로 한 달 전과 같은 수준이었습니다. 특히 여름을...
1314,2018.07.26.,2분기 경제성장률 0.7%…설비투자·건설업 뒷걸음(종합),한은은 2분기 중 국제유가 상승 폭이 주요 수출품 가격 상승에 비해 컸던 것을 원인으로 분석했다. 실질 국내총소득이란 국내에서 생산된 최종생산물의 실질구매력을 나타내주는 지표다. min785@news1.kr ▶ [뉴스1]...
1315,2018.08.07.,"[더벨]LS산전, 백조로 거듭난 '스마트그리드'","동판재 사업의 부진, 국제유가 및 전기동 가격 하락 등으로 2014~2015년 130억원 이상의 누적 영업손실을 냈다. LS메탈은 동판재 시장 전면 철수 등 경영정상화를 위한 구조조정 절차에 착수했다. 제품 포트폴리오도..."
1316,2018.08.03.,[일자리 전망] 하반기 '반도체·금융' 늘고 '조선·섬유·자동차' 줄고,"글로벌 물동량 증가, 국제유가 상승, 선박 공급과잉의 점진적 해소, 국제 환경규제 시행 등으로 조선시황이 회복세를 보이고 있지만 일감 감소와 해양 플랜트 수주 감소로 지난해 하반기 조선 업종의 고용은 전년동기..."
1317,2018.07.31.,뉴욕증시 기술주 불안 지속…다우 0.57% 하락 마감,또 중동지역 긴장과 캐나다 석유 기업 신크루드 생산 차질 우려 등으로 국제유가가 급등한 점도 에너지에 지지력을 제공했다. 종목별로는 캐터필러 주가가 장 초반 상승분을 반납하고 2%가량 하락해 마감했다....
1318,2018.08.02.,소비자물가 10개월째 1%대…체감물가와 ‘따로 노는’ 이유는?,"0%↓…작년 급등했던 기저효과 - 7월 소비자물가, 석유류 15개월만에 최고 - 국제유가 상승에 경유도 14.6% 올라 - ""소비자물가 전체적으로는 높은 편 아니다"" Q. 그런데 서민들의 물가 걱정은 심각합니다. 폭염으로 채소..."
1319,2018.07.26.,소비·투자 뒷걸음… 올 성장률 2.9%도 힘겹다,"미·중의 무역분쟁이 심화하고, 국제 유가 상승으로 수출여건은 갈수록 악화하고 있다. 내수 부진이 악화하는 가운데 고용쇼크, 최저임금 인상 부작용이 확산일로다. 올 2분기 민간소비는 전 분기 0.7%에서 0.3%로..."
1320,2018.08.03.,[뉴욕마감]애플 시총 1조달러 돌파에 강세,국제유가는 미국의 원유 재고가 감소세로 돌아설 것이라는 전망에 상승했다. 뉴욕상업거래소(NYMEX)에서 거래된 9월 인도분 서부텍사스산 원유(WTI) 가격은 전날보다 배럴당 1.30달러(1.9%) 상승한 68.96달러에...
1321,2018.08.07.,정제마진 바닥 찍고 반등…정유업계 반색,"국제유가의 큰 변동이 없는 이상, 정유4사는 3분기에도 2조원 내외의 안정적인 영업이익을 이어갈 가능성이 높다. SK이노베이션과 GS칼텍스, 에쓰오일(S-Oil), 현대오일뱅크 등 국내 정유 4사의 2분기 합산 영업이익은..."
1322,2018.07.31.,8월 기업경기전망 18개월만에 최저,한경연은 “최저임금 인상 논란과 국제유가 상승 등 기업의 비용부담 증가도 기업심리 위축에 영향을 주었을 것”이라고 분석했다. 7월 기업경기 실적치는 89.7을 기록하며 올 2월 이후 처음으로 80대를 기록했다....
1323,2018.08.03.,강화된 금리 인상 시그널...8월에 올리나,"A위원은 ""수요 압력을 잘 반영하는 개인 서비스물가 상승, 국제유가와 환율 상승으로 인한 공급 측 물가압력 확대에 주목해야 한다""면서 ""통화정책 여력 확보와 미 연준과의 정책금리 격차 확대에 따른 잠재적 불안..."
1324,2018.08.07.,"티웨이항공, 항공기 운용효율 높여 올해 실적 대폭 좋아져","나 연구원은 ""티웨이항공은 미국과 중국 사이 무역분쟁으로 환율과 국제유가 등 경영환경이 악화해 올해 비용이 늘어날 수 있다""면서도 ""하지만 해외여행객이 지속적으로 늘어나고 있는 상황에서 공급 좌석 수가..."
1325,2018.08.01.,"[포항시정] 이강덕 시장, 아·태도시서미트 참석 外","시 관계자는 ""최근 포항경제는 글로벌 무역 갈등 확산, 최저임금 인상, 근로시간 단축, 국제유가 상승등 국내외 경제상황의 불확실한 상황 등으로 지역 내 경기가 어려운 상황으로""이라며 ""관급 및 민간건설 등에 지역업체..."
1326,2018.08.07.,"한전, 전기료 인하·북 석탄 반입 논란…'진퇴양난'","/사진=한국전력공사 지난달 말 기준 석탄화력발전에 투입되는 유연탄 가격이 1년새 20% 이상의 증가폭을 보였으며, 국제유가에 연동된 LNG 가격 역시 유가 상승의 영향을 받은 탓이다. 이에 따라 지난 4월 취임한 김종갑..."
1327,2018.07.29.,불붙은 기름값… 또 연중 최고치,석유공사 관계자는 “미국의 재고 감소와 사우디아라비아 원유 수송로 차단 등의 요인으로 국제 유가가 상승했다”고 설명했다. [한경닷컴 바로가기] [글방] [모바일한경 구독신청] ⓒ 한국경제 & hankyung.com...
1328,2018.08.08.,"[사회적경제과｜부산광역시청] 부산시, 최근 폭염 등 대응 물가안정 대책 추진","시는 7월 소비자물가가 전년동월 대비 2.0%로 상승세가 지속되고 있고, 폭염 및 국제유가 상승 등의 영향으로 배추, 무 등 일부 농‧수산물의 물가 불안이 가중되고 있으며, 특히 행락철을 맞아 주요 관광․행락지 음식값 및..."
1329,2018.08.07.,"제주항공, 2분기 영업익 116억원···전년 比 28%↓","제주항공 관계자는 ""지난해와 비교할 때 국제유가 등 원가상승 요인이 강했지만 상반기 기준으로 사상 최대 실적을 기록했다""면서 ""적극적이고 선제적인 투자, 단일기종 전략에 따른 고정비 절감효과 등 경쟁력..."
1330,2018.08.04.,8월 첫째 국내 유가 강보합세...휘발유값 1614.0원,국내 석유제품 가격에 영향을 미치는 국제유가는 2일(현지시각) 급등세를 보이며 마감했다. 이날 선물시장인 뉴욕상업거래소에서 미국산 원유의 기준인 서부텍사스산원유(WTI) 9월 인도분은 배럴당 68.96달러로...
1331,2018.08.04.,전국 휘발유 가격 5주째 상승...1리터당 평균 1614원,이같은 상승세는 미국 일부 지역의 원유 재고 감소 등의 영향으로 국제유가가 상승한 데 따른 것으로 분석된다.   석유공사는 국내 휘발유 가격이 당분간 소폭 오르는 강보합세를 보일 것으로 전망했다....
1332,2018.07.28.,주유소 휘발유 가격 1612.2원…연고점 또 경신,석유공사는 “국제유가는 미국의 재고 감소와 사우디아라비아 원유 수송로 차단 등의 요인으로 상승했다”면서 “국내 제품가격은 한 주 전의 국제유가 하락분과 이번주의 상승분이 반영돼 보합세를 보일...
1333,2018.08.06.,"[글로벌 시황] 뉴욕증시, G2 무역 분쟁 저항… 실적 덕분에 상승","< 박민영 MTN앵커 > - 뉴욕증시, G2 무역 분쟁 저항… 실적 덕분에 상승 - 업종, S&P500 에너지 外 10개 업종 상승 - 상품시장, 국제유가, 무역갈등 및 증산에 하락 - 유럽증시, RBS 첫 배당 및 애플 효과에 상승 - 아시아증시..."
1334,2018.08.04.,"[김성준의시사전망대] ""폭염 물가, 추석 이전에 잡힐까?""",연초만 하더라도 배럴당 60달러대에 머물던 국제유가가 최근 수급 불안으로 배럴당 70달러 선을 넘어섰기 때문인데. 실제로 통계청의 통계를 보더라도 지난달 석유 가격이 1년 전에 비해서 12.5% 뛰면서 전체 물가를 0.54...
