,날짜,제목,요약
1098,2021.05.04.,"[올댓차이나] 홍콩 증시, 경기회복 기대에 사흘 만에 반등 개장...H주 0.1%↑","국제유가 강세에 중국석유천연가스가 3.19%, 중국석유화공 1.79%, 중국해양석유 0.86% 뛰고 있다. 중국 스마트폰주 샤오미도 1.02%, 광학부품주 순위광학 0.86%, 스포츠용품주 안타체육 1.52%, 중국 유제품주..."
1099,2021.05.09.,[페인트관련주] 노루페인트·노루홀딩스·삼화페인트 환호...KCC 조용,"국제유가와 관련이 있는 페인트 관련주에 대한 관심이 증가하고 있다. 7일 주식시장에서 노루페인트 주가는 전일 대비 14.23% 오른 1만5250원, 노루홀딩스는 전일 대비 9.45% 오른 1만6800원에 거래됐다. 또 삼화페인트..."
1100,2021.05.04.,"소비자물가 2.3%상승 정부, 인플레이션 우려에 선긋기","코로나 기저효과+농축산물·국제유가 오름세 영향 ""3분기 안정 기대…연간 2% 상회 가능성은 제한적"" 농축산물 가격이 고공행진을 거듭하고, 국제유가가 상승 분위기를 이어가며 소비자물가가 3년 8개월 만에..."
1101,2021.05.04.,"'2%대 급등' 4월 소비자물가, 3년8개월 만에 최대폭","작황 부진과 조류 인플루엔자(AI) 등 영향으로 농축수산물 가격이 올랐고, 국제유가 상승도 한몫 했다. 4일 통계청이 발표한 소비자물가 동향에 따르면, 4월 소비자물가지수는 107.39(2015년=100)로 1년 전보다 2.3..."
1102,2021.05.04.,"휴대폰·車·외식까지 보복소비 폭발, 글로벌 인플레 논쟁","1년 전 배럴당 25달러 수준이었던 국제 유가는 현재 65달러 수준으로 크게 올랐다. 유가가 이끈 관련 제품 물가 상승의 영향으로 한국 생산자물가지수는 지난 3월까지 5개월 연속, 수입 물가는 4개월 연속 상승했다. 시장은..."
1103,2021.04.23.,"한국조선해양, 원유운반선 2척·1530억원 수주","한국조선해양 관계자는 “국제 유가 상승, 물동량 증가 등 시황 회복이 본격화되며 다양한 선종에 걸쳐 문의가 이어지고 있다”며 “앞선 기술력과 품질을 바탕으로 시장을 선도해 나갈 것”이라고 밝혔다."
1104,2021.05.04.,[장태민의 채권포커스] 3년 8개월 최고 기록한 물가상승률…물가상승 한계 vs...,또 국제유가·곡물 등 원자재가격 모니터링을 강화하고 관련업계 소통·지원을 통해 가격인상 요인을 최소화하겠다고 밝혔다. 시장 감시도 병행하기로 했다. ■ 유가 현재 60불대 중반...상승 일변도 흐름에선 벗어난...
1105,2021.05.07.,"[오늘의 글로벌마켓] 뉴욕증시, 고용지표 기대감에 상승...다우 신고가","유럽, 일제히 상승...국제유가 1% 하락 유럽증시는 일제히 상승세로 거래를 마감했다. 이날 영국 런던 증시의 FTSE 100 지수는 전일대비 0.52% 오른 7076.17로 거래를 마쳤으며, 프랑스 파리 증시의 CAC 40 지수는 전일대비..."
1106,2021.04.29.,"""코로나19 우려"" 가정·자영업자 도시가스료 동결","산업부는 ""그간 국제유가·환율 변동 등으로 2021년 5월 기준 5.5%(도매요금 기준) 요금 인상요인이 발생했다""며 ""하지만 코로나19 등으로 서민부담, 최근 지속적인 물가상승 추세, 가스공사 미수금 규모 등을 고려해..."
1107,2021.04.29.,뿔난 주유소업주들..도입 10년 맞은 '알뜰주유소' 운명은?,"알뜰주유소는 지난 2011년 국제유가가 100달러에 이르던 시절 이명박 대통령의 ""기름값이 묘하다""는 말 한마디에 도입된 제도다. 석유공사가 정유사로부터 석유제품을 저렴하게 공급받아 알뜰주유소에 공급한다...."
1108,2021.05.04.,지난달 소비자물가 2.3%↑…3년 8개월 만에 최대폭 상승,"어운선 통계청 경제동향통계심의관은 ""작황부진과 조류인플루엔자(AI) 여파로 농축산물 가격이 오름세를 지속했고, 국제유가 상승으로 공업제품 물가도 올랐다. 개인서비스도 기저효과로 상승폭이 확대됐다""고..."
1109,2021.05.04.,기재차관 “과도한 인플레이션 기대 없도록 물가안정 노력”,"이 차관은 “다만 주요 작물 수확기 도래, 산란계 수 회복 등에 따른 농축산물 가격 안정 예상, 국제유가 안정적 전망, 3분기부터는 기저효과가 완화되는 점 등을 감안할 때 연간 기준으로 물가안정목표인 2%를 상회할..."
1110,2021.05.04.,4월 소비자물가 2.3% 상승…3년8개월 만에 최고,"어운선 통계청 경제동향통계심의관은 ""농산물 작황 부진 영향이 지속하고, 조류 인플루엔자 발생 여파로 오름세를 지속하고 있다""며 ""석유류가 국제유가 상승에 따라 많이 오른 탓도 있다""고 설명했다. wchoi@yna.co...."
1111,2021.05.04.,"소비자물가 2.3% 올라 44개월만에 최고…월세 0.7%↑,6년반만에 최대폭","작황부진과 조류 인플루엔자(AI) 여파로 농축수산물 가격이 4개월 연속 두자릿수 상승세를 나타낸 가운데 국제유가가 석유류, 공업제품 가격까지 밀어 올렸다. 4일 통계청 소비자물가 동향에 따르면 4월..."
1112,2021.05.07.,[WTI] 배럴당 64.71달러...-1.4%,"71달러로 전일 대비 1.4% 하락했다. 최근 5년 국제유가(WTI) 가격 일별 추이 (자료: 아이투자 인더스트리워치 서비스) [관련 기업] SK이노베이션, S-Oil, GS, 롯데케미칼, 금호석유, 대한유화, LG화학"
1113,2021.04.30.,"공공기관 부채 545조 ‘역대 최대’, 전년보다 17.9조↑","국제유가 하락으로 비용을 줄인 한전은 당기순이익이 2조1000억원으로 흑자전환했다. 2019년에는 2조3000억원의 적자를 냈었다. 코로나19 사태로 마스크 착용, 손 씻기 등 위생 관리가 강화되면서 의료 수요가..."
1114,2021.05.01.,"휘발윳값 3주 연속 소폭 하락...1리터 평균 1,534원","주요 산유국들 협의체, OPEC+(오펙 플러스)의 감산 규모 완화 계획 등 유가 상승요인과, 인도·일본의 코로나19 신규 확진 증가 추세 등 하락요인이 맞물려 국제유가가 보합세를 기록 중이라고 분석했습니다. 김현우"
1115,2021.05.04.,"기재차관 ""年2% 인플레 상회 제한적…안정노력""(종합)","그는 주요 작물의 수확기 도래, 산란계수 회복 등에 따른 농축산물가격 안정 예상, 전문기관의 국제유가 안정적 전망 등을 물가 안정 요인으로 꼽았다. 4월 소비자물가(전년 동월 대비 2.3%) 급등에 대해서는 '기저효과'를..."
1116,2021.05.04.,4월 소비자물가(2.3%↑) 3년 8개월 만에 최대치...수요 증가 보다는 공급 변동...,농축수산물 작황부진과 조류인플루엔자가 발생한데다 국제유가가 오르는 등 공급측 변동성이 확대된데 따른 것으로 분석됩니다. 기획재정부에서 박관우 기자가 보도합니다. < 리포터 > 수요 증가 보다는 공급측...
1117,2021.05.07.,[특징주] HMM 상승..팬오션은 중국 철강 감산 리스크로 하락세,유승우 SK증권 연구원은 “팬오션은 중국 철강 감산 리스크로 인한 BDI 하락세가 예상돼 투자의견 중립을 유지한다”며 “BDI는 전년대비 27.7% 상승했으나 올 1분기 국제유가 상승으로 영업익은 하락 전환할 전망”...
1118,2021.05.06.,농산물·기름값 폭등에 서민가계 '비상등',"국제유가 상승으로 도내 휘발유·경유가격도 상승세를 이어 갔다. 한국석유공사의 조사 결과 4월 4주 차 기준 도내 휘발유는 ℓ당 1,537.51원으로 지난해 11월 4주 이후 줄곧 전주 대비 상승했다. 같은 주 경유도 ℓ당 1..."
1119,2021.05.06.,[W의 더블전략] 글로벌 CRO 시장규모 성장세 '켐온',"이달해 MTN W 어드바이저 ▶ SH에너지화학 ""국제유가 급등에 따른 수혜"" 매수가 시초가~1,000원 / 목표가 1,400원 / 보유기간: 2개월 3. 성기배 MTN W 어드바이저 ▶ 중앙백신 ""동물 백신 전문 기업, 영업이익 호전..."
1120,2021.05.04.,4월 소비자물가 2.3%↑ 3년 8개월 만에 최대 상승 기록,"올해 들어 농산물 가격과 국제유가가 오르며 2월 1.1%, 3월 1.5%, 4월 2.3%로 오름세가 나타났다.품목 성질별로 보면 상품은 지난해와 비교해 3.7% 상승했다.특히 농축수산물은 작황 부진 등의 영향으로 1년 전보다 13...."
1121,2021.05.01.,휘발윳값 3주 연속 소폭 하락…리터당 평균 1543원,이번주 평균 경유 판매가격은 전주 대비 0.3원 하락한 ℓ당 1332.0원으로 집계됐다.지난주 상승세를 보이던 국제유가는 이번주 보합세를 나타냈다.한국으로 수입하는 원유의 기준이 되는 두바이유의 평균 가격은...
1122,2021.05.05.,지난달 소비자물가 2.3% 상승…44개월 만에 최대폭,"코로나19로 배럴당 20달러(두바이유) 수준까지 급락했던 국제유가가 60달러 선을 회복하며 휘발유(13.9%), 경유(15.2%) 등 석유류 가격이 13.4% 올랐다. 이는 2017년 3월(14.4%) 이후 3년 1개월 만에 최대 폭으로 상승했다. 집세..."
1123,2021.05.04.,"4월 소비자물가 2.3% 상승···""물가안정 노력 강화""",통계청은 농축산물 가격이 오름세를 지속했고 국제유가 상승으로 공업제품 물가가 오른 영향이라고 설명했습니다. 지난해 코로나19로 0% 상승률을 기록한 데 대한 기저효과도 작용했다고 덧붙였습니다. 구체적으로...
1124,2021.05.05.,울산지역 소비자물가 4년이래 최고폭 상승,작황 부진과 조류 인플루엔자 여파에 '장바구니 물가'와 직결되는 농축수산물 가격 상승세가 두드러진 가운데 국제유가가 석유류 가격까지 밀어올렸다. 5일 동남지방통계청 소비자물가 동향에 따르면 4월...
1125,2021.05.04.,4월 소비자물가 2.3%↑...3년 8개월 만에 최고,통계청은 작황 부진과 조류 인플루엔자 여파에 농·축·수산물 가격이 두 자릿수 상승세를 나타낸 가운데 국제유가가 석유류와 공업제품 가격까지 밀어 올린 것으로 분석했습니다. 지난달 농·축·수산물 가격은...
1126,2021.05.04.,"뉴욕증시, 제조업 지표 발표 속에 상승 출발","국제유가도 상승 중이다. 6월물 서부텍사스산원유(WTI) 가격은 전장보다 0.35달러(0.55%) 오른 배럴당 63.93달러에, 브렌트유 가격은 전장보다 0.19달러(0.28%) 상승한 배럴당 66.95달러에 거래됐다. ysyoon@yna.co.kr 본 기사는..."
1127,2021.05.06.,강원 소비자물가 상승세 꺾일 줄 모른다,생활물가 지수는 109.35로 전년동월(105.87)대비 3.3% 올랐다.식품은 118.28로 지난해 같은기간(112.03)에서 5.6% 상승했다.국제유가 상승 여파로 공업제품 물가도 2.3% 상승세를 보였다.휘발유는 전년동월대비 12.9...
1128,2021.04.30.,공공기관 부채 '역대 최대'...신규채용은 11년 만에 감소,"국제유가 하락 덕에 한전, 발전 5사의 당기순이익이 전년 대비 4조4,000억 원, 코로나19로 인한 위생관리 강화로 건강보험 공단 순이익이 5조2,000억 원 증가한 영향이다. 공공기관 몸집은 계속 불고 있다. 지난해..."
1129,2021.04.23.,"한국조선해양, 대형 원유운반선 2척 수주…1530억원 규모","한국조선해양 관계자는 ""국제 유가 상승, 물동량 증가 등 시황 회복이 본격화되며 다양한 선종에 걸쳐 문의가 이어지고 있다""고 했다. [김우영 기자 young@chosunbiz.com] ▶관광객 2배 늘어난 이곳, 車 렌트..."
1130,2021.05.07.,"주유소 휘발유 가격 4주 만에 올라, 리터당 전국 평균 1534원","5월 첫째 주 평균국제유가(두바이유 기준)은 직전 주보다 배럴당 2.4달러 오른 66.3달러로 집계됐다. 한국석유공사는 ""국제유가는 미국 고용지표 개선, 미국과 중국의 석유수요 개선 기대, 미국 원유재고 감소..."
1131,2021.05.03.,“공매도 해제 주의…비싼 종목 구미 당길 수도”,지난해 4월 국제유가가 저점을 찍었던 점을 고려하면 기저효과에 따른 물가 상승폭이 매울 클 것으로 전망되고 있다. 중국의 지난 1분기 수출액은 기저효과에 힘입어 전년 동기 대비 38.7% 증가했다. 글로벌 상품 수요를...
1132,2021.05.05.,4월 전북 소비자물가 2.7%↑…2년 6개월 만에 최대폭,"국제유가 상승 여파로 공업제품 물가는 3.1% 올랐다. 휘발유 15.6%, 경유 17.4%, 자동차용 LPG 12.6% 오른 것으로 나타났다. 서비스는 지난해보다 1.2% 상승했으며 공공서비스는 1.1% 하락한 반면, 개인서비스는 2.4..."
1133,2021.05.02.,휘발유값 상승세 주춤해졌나… 전국 평균 1534원,"이번 주 국제유가는 두바이유 기준 배럴당 63.6달러로 지난 주보다 0.3달러 하락했다. 한국석유공사는 ""미국의 경기부양 의지, OPEC+의 감산 규모 완화 계획 유지라는 상승요인과 인도·일본의 코로나19 신규 확진..."
1134,2021.05.07.,4월 소비자 물가 상승률…’3년 8개월만’ 최대 폭,"작년과 달리 신종코로나바이러스(코로나19)로부터 경제 수요가 회복되고 있으나 작황 부진, 국제유가 상승으로 인해 3년 8개월만에 가장 큰 상승폭을 보였다. 4일 발표한 통계청의 소비자물가 동향에 따르면 올해..."
1135,2021.04.29.,"[인더머니] 연준, 철수 우려에…뉴욕 증시 하락",국제유가는 원유 수요 상승 기대로 3월17일 이후 최고치로 상승했다. 뉴욕상업거래소에서 서부텍사스산원유(WTI) 가격은 전장보다 92센트(1.5%) 오른 배럴당 63.86달러에 마감했다. 석유수출국기구(OPEC)와 러시아 등 비...
1136,2021.05.04.,"뉴욕증시, 기술주 약세에 하락 출발","93% 하락했다. 국제유가는 상승했다. 6월물 서부텍사스산원유(WTI) 가격은 전장보다 1.08달러(1.67%) 오른 배럴당 65.57달러에, 브렌트유 가격은 전장보다 1.17달러(1.73%) 상승한 배럴당 68.73달러에 거래됐다."
1137,2021.04.30.,공공기관 부채 545조원 '역대 최대'…부채비율 5.4%p↓,"이는 2017년(7조3000억원) 이후 최대치로, 8년 연속 흑자를 기록했다. 국제유가 하락으로 비용을 절감한 한전은 순이익이 2조1000억원을 내면서 흑자전환했다. 한전은 2019년 적자 2조3000억원을 기록한 바 있다."
1138,2021.05.06.,"롯데·GS·현대重 지주, 모처럼 웃었다… 자회사 실적 이벤트","백영찬 KB증권 연구원은 ""국제유가 상승을 통한 GS칼텍스와 민자발전 자회사의 실적 호전을 반영해, 2021~2022년 지배주주 순이익을 기존 추정 대비 각각 4.1%, 6.7% 상향한다""며 ""GS의 1분기 영업이익은 4354억원으로..."
1139,2021.05.04.,경기도 4월 소비자물가지수 2.6% 상승… 2017년 8월 이후 최고치,"2018년부터 경기도 소비자물가지수 상승률은 0~1%대를 유지했으나 지난해 농산물 가격상승과 국제유가 상승이 겹치며 올해 2월(1.2%), 3월(1.6%)까지 상승 폭이 커졌다. 상품(4.0%)과 서비스(1.4%) 모두 지난해보다..."
1140,2021.05.03.,"한국타이어테크놀로지, 영업이익 76% 증가","(LPG) 업체인 SK가스의 1분기 영업이익은 전년 동기 대비 56% 감소했다. 코로나19 여파로 LPG 소비가 감소한 데다 국제유가가 급등한 영향이다. SK가스는 1분기 매출 1조4442억원, 영업이익 376억원을 달성했다."
1141,2021.05.07.,[데스크리포트] 5월 기업 동향과 전망-자동차 조선 중공업 철강,게다가 그동안 부진했던 해양플랜트도 국제유가가 오르면서 수주가 활발해질 것으로 보여 수주목표 달성 기대감을 높이고 있다. 올해 좋은 수주흐름을 바탕으로 한국조선해양은 내년까지 실적 개선세를 이어갈 공산이...
1142,2021.05.04.,정부 “빠른 경제 회복과 물가 상승에도 확장 재정정책 유지”,천소라 한국개발연구원(KDI) 연구위원은 “물가가 일시적으로 2%를 넘었지만 국제유가 상승이 주요 원인이어서 아직 금리 인상 등 정상화를 논의하기에는 이르다”며 “거시 지표도 경기 회복을 논하기는 이른 측면이...
1143,2021.05.04.,농축산물에 휘발류·외식까지...'서민 물가' 안오른 품목이 없네,"농축수산물 가격이 4개월 연속 두 자릿수로 오르고 국제유가가 석유류, 공업제품 가격을 밀어 올린 영향이다. 통계청이 4일 발표한 4월 소비자물가 동향에 따르면 소비자물가지수는 107.39(2015년=100)로 한 해..."
1144,2021.05.04.,4월 물가 2.3% `껑충`...감당 안되는 먹거리,"그리고 코로나 때문에 장사가 더 안 되는데 상업인들은 가격까지 더 비싸지니 팔리지도 않고 …] 휘발유와 석유류가 13%대 상승률을 기록하는 등 국제유가 오름세도 물가상승을 부추겼습니다. 전세는 3년만에, 월세는..."
1145,2021.05.07.,[인더머니] 美 경제 “이보다 더 좋을 수 없다”…다우 또 사상최고,이날 국제 유가는 달러 약세에도 하락했다. 뉴욕상업거래소에서 6월물 서부 텍사스산 원유(WTI) 가격은 1.4% 하락한 64.71달러를 기록했다. 국제 금값도 올랐다. 뉴욕상품거래소에서 6월 인도분 금 가격은 전...
1146,2021.05.04.,"광주·전남,4월 소비자물가 2.5% ·2.7%↑…2017년 8월 이후 최고","사과(52.8%)▲파(191.7%) ▲돼지고기(16.7%) ▲달걀(36.4%) ▲쌀(15.0%)등 농축산물 가격이 크게 올랐고, 국제 유가 상승으로 ▲휘발유(12.4%) ▲경유(13.8%)도 오른 것으로 나타났다. 코로나19로 인한 수입 감소로 관련..."
1147,2021.05.04.,"기재차관 ""인플레이션 우려 차단… 물가안정 노력""","그러면서도 “다만 주요 작물 수확기 도래, 산란계 수 회복 등에 따른 농축산물 가격 안정 예상, 국제유가 안정적 전망, 3분기부터는 기저효과가 완화되는 점 등을 감안할 때 연간 기준으로 물가안정목표인 2%를 상회할..."
1148,2021.04.29.,수출물량지수 7개월째 상승… 교역조건 개선에 수입지수 최고치,"국제유가 상승 등에 힘입어 화학제품(32.7%), 석탄 및 석유제품(18.8%), 전기장비(17.9%) 등의 지수 상승 폭이 두드러졌다. 컴퓨터, 전자 및 광학기기 가운데 반도체만 따로 놓고 보면 수출량과 수출액은 1년 전보다..."
1149,2021.05.04.,"유가 상승, WTI 64.49달러…美中 백신 접종 확대",국제유가는 선진국의 코로나 백신 접종 확대 등으로 상승했다. 다만 인도의 코로나19 확산에 따른 석유수요 감소 현실화 등은 상승폭을 제한했다. 4일 한국석유공사에 따르면 3일(현지시간) 뉴욕상업거래소...
1150,2021.05.06.,[WTI] 배럴당 65.63달러...-0.09%,"63달러로 전일 대비 0.09% 하락했다. 최근 5년 국제유가(WTI) 가격 일별 추이 (자료: 아이투자 인더스트리워치 서비스) [관련 기업] SK이노베이션, S-Oil, GS, 롯데케미칼, 금호석유, 대한유화, LG화학"
1151,2021.05.06.,"다우지수, 경제지표 호조에 사상 최고치 마감","국제 유가는 내리고, 금값은 올랐다. 이날 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI) 가격은 전일 종가 대비 0.06달러(0.1%) 하락한 배럴당 65.63달러에 거래를 마쳤고, 뉴욕상품거래소에서 6월물 금 가격은..."
1152,2021.05.01.,“대규모 채용-정책사업에 빚 눈덩이”,하지만 이 기관들의 실적 개선도 국제유가 하락과 신종 코로나바이러스 감염증(코로나19) 여파로 병원 이용이 줄어든 외부 요인이 컸다. 3년 연속 3만 명 이상을 신규 채용하는 등 공공기관의 몸집 불리기는...
1153,2021.05.01.,"전국 주유소 휘발유값, 3주 연속 보합세",국제유가가 보합세를 유지하고 있기 때문이다. 국제유가는 미국 바이든 행정부의 경기부양책 등 상승요인이 있으나 코로나19 글로벌 재확진 등이 이를 상쇄시킨 모양새다. 국내 휘발유 가격은 제주 지역이 전국...
1154,2021.04.23.,"한국조선해양, 1530억원 규모 원유운반선 2척 수주","한국조선해양 관계자는 ""국제 유가 상승, 물동량 증가 등 시황 회복이 본격화되며 다양한 선종에 걸쳐 문의가 이어지고 있다""며 ""앞선 기술력과 품질을 바탕으로 시장을 선도해 나갈 것""이라고 말했다."
1155,2021.05.04.,"기재차관 ""연간 2% 인플레 상회 제한적…안정노력 만전""","그는 주요 작물의 수확기 도래, 산란계수 회복 등에 따른 농축산물가격 안정 예상, 전문기관의 국제유가 안정적 전망 등을 물가 안정 요인으로 꼽았다. 4월 소비자물가(전년 동월 대비 2.3%) 급등에 대해서는 '기저효과..."
1156,2021.05.05.,파 · 기름값에 2.3% 뛴 물가…인플레 '우려',"국제 유가는 지난 2017년 이후 가장 큰 폭으로 상승했습니다. [고정숙/경기 김포시 : 일부러 왔어요. 여기도 싸 가지고. 다른 데는 천오백, 천육백 이렇게 되는데 여기는 천사백 이렇게 되더라고요. 이제 (기름을) 조금 덜..."
1157,2021.05.06.,美재무장관 발언에 고개드는 '금리 인상론'···은행권 '기대 반·우려 반',농축수산물 가격과 국제유가 상승으로 공급 측면의 물가 상승 압력이 커진 상황에서 코로나19 장기화에 따른 보복 소비 심리가 겹친 것으로 분석된다. 가계부채 증가액은 지난 3월 총 9조1000억원 증가하며 2월...
1158,2021.05.04.,"4월 소비자물가 2.3% 상승, 44개월만에 최고…""2분기 물가상승률 높을 것""","작황 부진과 조류 인플루엔자(AI) 영향으로 농축수산물 가격이 올랐고, 국제유가의 영향으로 석유류, 공업제품 가격이 뛰면서 소비자물가에 영향을 끼쳤다는 분석이다. 정부는 인플레이션 우려를 차단하기 위해..."
1159,2021.05.05.,인플레·부채 우려에 안팎서 '금리 인상론' 솔솔,"정부는 하반기엔 농축수산물 가격과 국제유가 상승세가 진정돼 물가가 안정될 것이라면서도, 당분간 오름세는 이어질 것으로 내다봤습니다. <어운선 / 통계청 경제동향통계심의관> ""공급과 수요 측면 모두에서 상승요인이..."
1160,2021.05.05.,인플레·부채 우려에 안팎서 '금리 인상론' 솔솔,"정부는 하반기엔 농축수산물 가격과 국제유가 상승세가 진정돼 물가가 안정될 것이라면서도, 당분간 오름세는 이어질 것으로 내다봤습니다. <어운선 / 통계청 경제동향통계심의관> ""공급과 수요 측면 모두에서 상승요인이..."
1161,2021.05.03.,코로나 무풍지대 공기업…수조원대 적자에도 1인당 1400만원 성과급,"이들 공기업은 지난해 코로나19, 국제유가 하락 등으로 적자 폭이 커졌는데도 성과급은 예정대로 지급됐다. 한국가스공사는 2019년 583억원 순이익에서 지난해 1607억원 적자를, 한국남동발전은 327억원 순이익에서..."
1162,2021.05.04.,[창간32주년] 기관 및 단체장 축하 메시지,지난 한 해 전 세계적으로 코로나19 팬데믹의 엄청난 피해 및 국제유가의 상승으로 인하여 LPG업계는 너무 큰 어려움을 겪었습니다. 또한 심각한 경기침체로 인하여 판매량은 줄어들고 있는 안타까운...
1163,2021.05.02.,이번주 소비자물가·국제수지 발표…대출완화 등 부동산 정책 수정·보완 논도,지난해 4월 물가 상승률이 낮아 기저 효과로 작용하는 데다 농축산물 가격이 높고 국제유가가 오르면서 공업제품 물가 상승세도 상당하다. 3월 소비자물가는 1.5% 오르며 1년 2개월 만에 가장 높은 상승률을 기록한 바...
1164,2021.04.30.,4월 소비자물가 29개월 만에 2%대 급등,소비자물가는 지난해 5월 -0.3%를 기록하는 등 1년 전만 해도 디플레이션을 걱정할 만큼 낮은 수준을 보였지만 올 들어 3월부터는 국제 유가 등 원자재값이 고공 행진을 벌이면서 인플레이션 우려가 부상했다....
1165,2021.05.05.,어린이날 앞두고 놀이공원·키즈카페 요금 2.4% 올라,"정부는 계란 추가 수입 추진, 대파·양파 조기 출하 독려 등을 통해 물가 안정을 유도할 방침이지만, 코로나19 장기화에 따른 업계 상황 악화, 국제유가 상승세가 각종 요금 인상 요인이라 정책만으로 가계 부담을..."
1166,2021.04.29.,5월 주택용·일반용 도시가스요금 동결… 상업용·도시가스발전용은 인하,"산업부는 그간 국제유가·환율 변동 등으로 5월 도매요금 기준 5.5%의 인상 요인이 발생했으나 코로나19 등으로 인한 서민부담, 최근 지속적인 물가상승 추세, 가스공사 미수금 규모 등을 고려해 요금 동결을 결정했다고..."
1167,2021.04.21.,3월 생산자물가 다섯달 연속 상승 지속,국제유가 상승과 전방산업 수요가 늘면서 공산품을 중심으로 상승세가 지속됐다. 21일 한국은행이 발표한 '2021년 3월 생산자물가지수'에 따르면 3월 생산자물가지수는 전월대비 0.9% 상승해 5개월 연속 상승했다....
1168,2021.04.27.,에쓰오일 5년來 최대 영업이익,에쓰오일 관계자는 “주요 제품 마진 개선과 국제유가 상승에 따른 재고 관련 이익으로 영업이익이 크게 늘었다”고 설명했다. 특히 잔사유 고도화시설(RUC)과 올레핀 하류시설(ODC) 등 신규 석유화학 설비 가동률을...
1169,2021.05.05.,[최정희의 이게머니]구리부터 콩까지 안오른게 없다…원자재 수퍼사이클 오나,"최근 들어 국제유가, 철광석, 옥수수 등 각종 원자재 가격이 상승세를 타면서 주춤했던 ‘슈퍼 사이클’ 전망이 부활하고 있다. 코로나19 백신 접종에 속도가 붙은 데다 미국, 유럽을 비롯한 세계 최대 원자재 소비국..."
1170,2021.05.05.,[최정희의 이게머니]구리부터 콩까지 안오른게 없다…원자재 수퍼사이클 오나,"최근 들어 국제유가, 철광석, 옥수수 등 각종 원자재 가격이 상승세를 타면서 주춤했던 ‘슈퍼 사이클’ 전망이 부활하고 있다. 코로나19 백신 접종에 속도가 붙은 데다 미국, 유럽을 비롯한 세계 최대 원자재 소비국..."
1171,2021.05.05.,"[오늘의 글로벌마켓] 뉴욕증시, 옐런 '금리인상' 언급에 기술주 털썩...나스닥...",국제유가는 원유 수요 회복 기대감에 상승세를 보였다. 이날 뉴욕상업거래소(NYMEX)에서 서부텍사스산원유(WTI) 가격은 전일대비 1.20달러(1.9%) 오른 배럴당 65.69달러로 거래를 마감했다. 유럽이 이르면 다음달부터...
1172,2021.04.29.,"[모닝브리핑] 삼성, 상속세 위해 수천억 대출…尹 후임은 누구?","◆ 국제유가, 원유 수요 확대 기대로 상승…WTI 1.5%↑ 국제유가가 원유 수요 확대 기대감으로 상승했습니다. 28일(현지시간) 뉴욕상업거래소에서 서부텍사스산원유(WTI) 가격은 전날보다 0.92달러(1.5%) 오른 배럴당 63...."
1173,2021.05.05.,옐런 '금리 인상 가능성' 발언에 나스닥 1.9%↓,"국제 유가는 오르고, 금값은 하락했다. 이날 뉴욕상업거래소에서 서부텍사스산원유(WTI) 가격은 전 거래일 종가 대비 1.20달러(1.9%) 오른 배럴당 65.69달러를 기록했고, 뉴욕상품거래소에서 6월물 금 가격은 15...."
1174,2021.04.29.,[뉴스새벽배송]연준 제로금리 동결…빅테크 깜짝실적,"국제유가, 원유 수요 기대로 6주래 최고…1.5%↑ - 28일(미 동부시간) 뉴욕상업거래소에서 서부텍사스산원유(WTI) 가격은 전장보다 92센트(1.5%) 오른 배럴당 63.86달러에 마감. - 팩트셋에 따르면 WTI 가격은 지난 3월 17일..."
1175,2021.05.07.,"뉴욕증시, 주요 지수 상승 '다우0.93%↑'… 이틀 연속 '최고치'","국제유가는 혼조세를 나타냈고, 금값은 급등했다. 6일(현지시간) 뉴욕증권거래소(NYSE)에서 우량주 중심의 다우존스30산업평균지수는 전 거래일 대비 318.19포인트(0.93%) 뛴 3만4548.53에 장을 마쳤다. 이틀 연속..."
1176,2021.04.30.,"347개 공공기관 부채 545조원, '역대 최대'…부채비율은 5.4%p ↓","국제유가 하락으로 비용을 줄인 한전은 당기순이익이 2조1천억원으로 흑자전환했다. 2019년에는 2조3천억원의 적자를 냈었다. 코로나19 사태로 마스크 착용, 손 씻기 등 위생 관리가 강화되면서 의료 수요가 줄어..."
1177,2021.04.29.,내달 주택용·일반용 도시가스 요금 동결,"내달 도시가스 도매요금은 국제유가·환율 변동 등으로 인해 5.5% 정도 요금 인상요인이 발생한 것으로 알려졌다. 그럼에도 코로나19 등으로 인한 서민부담, 최근 지속적인 물가상승 추세, 한국가스공사 미수금 규모..."
1178,2021.05.07.,"'흑자 행진' 정유업계, 정제마진 '3달러' 회복에 웃음꽃","1분기에만 20달러 이상 가파른 상승을 보였던 국제유가가 현재 60달러 초반선에서 등락을 반복하고 있는 만큼,  더이상의 재고평가손익 효과를 기대하긴 어렵지만 정유사를 둘러싼 제반 여건이 개선되고 있기..."
1179,2021.05.07.,"""내년까진 적자""…삼성중공업, 험난한 '흑자 길'",이 시장은 2000년대까지만 해도 호황이었지만 2014년 '아랍의 봄(반정부 시위운동)' 이후 국제유가가 뚝 떨어지면서 조선사들의 애물단지로 전락했다. 통상 드릴십은 국제유가가 배럴당 60달러 이상을 유지해야 이익이...
