,날짜,제목,요약
1409,2017.07.04.,가뭄·AI로 '밥상물가' 10.5% '껑충'…1년 새 달걀 69%·오징어 62% 급등,"반면 석유류는 미국 원유생산 증가 등으로 국제유가가 하락세를 보이면서 6월 석유류 가격 상승률이 8.9%에서 2.8% 수준으로 떨어졌다.   우영제 통계청 물가동향 과장은 ""AI가 재발하고 가뭄 영향으로 달걀이나 오징어..."
1410,2017.06.30.,"뉴욕증시, 기술주 급락에 3대 지수 모두 하락",한편 국제유가는 미국 원유 생산량 감소에 6일 연속으로 상승했다. 29일 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 원유(WTI)는 전일대비 19센트(0.4%) 상승한 44.93달러에 거래를 마쳤다. 런던...
1411,2017.07.06.,[Asia오전]G20 앞둔 아시아 증시 혼조세,"국제 유가 하락에 따라 에너지 업종도 약세를 나타냈다. 와코 주이치 노무라홀딩스 선임 투자전략가는 ""6월 FOMC 의사록에서 연준의 자산 축소 시기가 구체적으로 나타나지 않아 투자자들이 앞으로 발표되는..."
1412,2017.07.06.,"닭고기값 안정세, 돼지고기는 오름세",국제유가가 하락하면서 국내 판매 기름값도 하락세를 이어갔다. 휘발류는 리터당 1407원으로 전주(1422원)와 비교해 1.1% 하락했고 경유는 1.7% 하락한 1204원에 거래됐다. 정재인 기자 jji@ggilbo.com 정재인 기자 jji...
1413,2017.06.27.,하반기 수출 둔화·소비 회복…연간 GDP 2.8% 성장 전망,"국제 유가는 미국 석유 증산 등 하락 요인이 다소 우세하지만 연평균 배럴당 50달러선을 유지하고, 원·달러 환율은 지난해보다 약간 낮은 1천150원대를 나타낼 것으로 분석됐다. 산업연구원(KIET)은 27일 정부세종청사에서..."
1414,2017.07.02.,2분기 경제성장률 '하락',"하지만 3% 달성이 낙관적이지만은 않다. 추가경정예산안이 국회에서 난항을 겪고 있는 데다 소비 회복 지연, 국제유가 하락, 미국 금리 인상과 보호무역주의 등 악재가 여전하기 때문이다."
1415,2017.07.06.,"[시황] 코스피, 기관 4000억원치 '팔자'…약보합세 장 마감","특히 국제유가가 급락하며 SK이노베이션(-0.94%)과 GS(-0.58%), 대한유화(-0.60%), 금호석유(-0.54%) 등 정유주가 일제히 하락했다. 한편, 코스닥 지수는 전날 대비 2.25포인트(0.34%) 상승한 663.79로 장을 마쳤다. 코스닥..."
1416,2017.07.06.,"""국내 증시, 반도체 업종이 상승 주도 전망""-키움","서상영 연구원은 ""이날 증시는 미국 반도체 및 대형 기술주 급등 이슈가 우호적으로 작용하겠으나 국제유가가 급락한 점은 부담으로 작용할 것""이라고 말했다. 미국 반도체주는 반도체산업협회가 ""5월 반도체 칩..."
1417,2017.07.06.,"코스피, 이틀째 상승…코스닥 660선서 상승폭 확대","간밤 미국 증시는 기술주 상승, 국제유가 급락에 혼조세를 나타냈다. 서상영 키움증권 연구원은 ""국내 증시는 국제 유가 하락이 부담일 수 있으나 미국 반도체 및 대형 기술주 급등 이슈가 우호적으로 작용하겠다""며..."
1418,2017.07.07.,'너무 올랐나' 원·달러 환율 하락 출발,국제유가는 오르긴 했지만 그 폭이 크지 않았다. 긴축 통화정책으로의 전환을 시사한 ECB에 유로화가 강세를 보이며 달러화가 상대적으로 약세로 갔다. 주요 6개국 통화 대비 달러화 가치를 나타내는 달러인덱스는...
1419,2017.07.06.,"美, 통화긴축 전환 임박…韓美 금리역전 `눈앞`","아니다""면서 ""다만 국제유가 폭락 등 여타 여건에 의해 신흥국 불안이 현실화할 경우 전체 자본 유출이 일어나면서 한국도 영향을 받을 수 있다""고 말했다. 한창 회복세를 보이던 신흥국 경기가 다시 침체 국면에 빠질..."
1420,2017.07.06.,"美, 통화긴축 전환 임박…韓美 금리역전 `눈앞`","아니다""면서 ""다만 국제유가 폭락 등 여타 여건에 의해 신흥국 불안이 현실화할 경우 전체 자본 유출이 일어나면서 한국도 영향을 받을 수 있다""고 말했다. 한창 회복세를 보이던 신흥국 경기가 다시 침체 국면에 빠질..."
1421,2017.07.05.,"유가 하락, 브렌트유 49.61달러…OPEC 원유 수출량 증가",[자료=한국석유공사] [EBN 김나리 기자]국제유가가 OPEC의 원유 수출량 증가 영향으로 하락했다. 미국의 원유 생산 증가 우려 완화 등은 하락폭을 제한했다. 5일 한국석유공사에 따르면 4일(현지시간)...
1422,2017.07.06.,"코스피, 북한 리스크 확대 우려로 약보합 마감","한반도의 지정학적 위험과 간밤에 급락한 국제유가가 투자 심리를 위축시켰고 또한, 기관의 대규모 매도 공세가 지수 상승을 제한했습니다. 종목별로는 삼성전자가 2분기 실적 기대감에 이틀 연속..."
1423,2017.07.01.,"뉴욕증시, 다우·S&P 오르고, 나스닥·러셀 하락","국제유가도 일주일 연속 상승했다. 미국 서부텍사스유(WTI)는 이날 뉴욕에서 전장 대비 1.11달러, 2.5% 오른 배럴당 46.04달러를 기록했다. 영국산 브렌트유는 런던시장에서 1.14달러, 2.4%상승한 배럴당 48...."
1424,2017.07.07.,"[마감]코스피, 삼성전자 好실적에도 하락…2370대로 ‘뚝’",논란과 국제유가 아시아 시장에서 하락한 것도 투자심리를 위축시켰다”고 분석했다. 외국인은 1395억원을 순매도하며 하루만에 다시 매도세로 돌아섰다. 기관은 316억원을 순매수하는데 그쳤다. 증권은...
1425,2017.07.04.,해외수주 중동편중 심화··· 전체 수주액 넘어서,유독 중동에서만 수주가 증가한 것은 올 상반기 국제유가 반등이 한몫했다는 평가다. 건설산업연구원 손태홍 연구위원은 “지난 2년간 국제유가가 바닥 상태여서 국내 건설사 상당수가 중동 사업을...
1426,2017.07.05.,[뉴욕개장전]소폭 상승…대형 기술주는 여전히 부진,그러나 국제유가는 석유수출국기구(OPEC) 수출량 증가 소식에 1% 이상 급락해 인플레 부진에 대한 우려를 다시 높이고 있다. 미국 서부텍사스원유(WTI) 8월물은 1.25% 하락한 배럴당 46.48달러에 거래 중이다....
1427,2017.07.06.,10시 생활경제뉴스,"- 국제유가가 미 독립기념일(7월 4일) 연휴와 맞물려 거래량이 감소한 가운데 공급과잉 우려가 나오면서 4% 안팎으로 급락했습니다. 뉴욕상업거래소에서 미 서부텍사스산 다음달(8월) 인도분은 어제보다 1달러, 4.1..."
1428,2017.07.07.,[해외시황] 한반도 지정학적 우려에 뉴욕·유럽 동반 하락,국제유가는 소폭 상승했다. 미국의 주간 원유재고량이 5주내 최대 폭으로 감소하면서다. 뉴욕상업거래소에서 8월분 서부텍사스산원유(WTI)는 전일대비 배럴당 39센트(0.9%) 상승한 45.52달러에 거래됐다. 런던...
1429,2017.07.04.,[미국증시] 에너지·금융 강세 속 다우지수 장중 최고치…나스닥 약세,국제 유가 급등 호재 속에 에너지주와 금융주가 랠리를 펼쳐 이날 다우지수는 장중 사상 최고치를 경신했다. 그러나 나스닥은 최근 고평가 우려가 높아진 기술주가 부진을 이어가면서 약세를 지속했다. 3일...
1430,2017.07.04.,"뉴욕증시, 엇갈린 은행주와 기술주…다우존스 상승","에너지 관련주도 국제유가가 8일 연속 상승랠리를 이어가자 올랐다. 엑손모빌은 1.70%, 셰브론은 1.89%, 코노코필립스는 3.87% 상승했다. 반면 기술주들은 고평가 논란 속에서 부진했다. 구글의 모기업인 알파벳은 1.10..."
1431,2017.07.01.,휘발유값 9주 연속 내렸다…L당 1447원,휘발유-경유 전국 모든 지역 하락세 이어가 서울 1541.1원 최고가…대구 1411.3원 최저 국제유가 소폭 반등에 국내 하락세도 둔화될듯 전국 주유소의 휘발유 가격이 9주 연속 하락했다. 1일 한국석유공사...
1432,2017.07.05.,5월 여행수지 적자 5배로 '껑충'…中 사드보복 여파,[중소기업신문=이지하 기자] 국제유가 상승과 중국의 사드(고고도미사일방어체계) 보복 여파 등으로 지난 5월 여행수지 적자 규모가 22개월 만에 최대치로 확대된 것으로 나타났다. 한국은행이 5일 발표한...
1433,2017.07.08.,[글로벌 증시] 美고용지표 호조에 뉴욕증시 상승...유럽증시는 혼조세,"유럽증시는 국제유가 약세 등에 영향을 받아 혼조세를 보였다. CNBC 등 외신에 따르면 뉴욕증권거래소(NYSE)에서 다우존스 30 산업평균지수는 전날보다 94.30포인트(0.44%) 높은 21,414.34에 마감했다...."
1434,2017.07.08.,美 고용 서프라이즈에...영국증시 · 독일증시 상승 전환,다만 이날 국제 유가가 유럽증시 장중에 3%나 급락한 것은 유럽증시의 발목을 잡았다. 유럽증시가 더 오를 수 있었는데 유가 급락과 같은 악재 때문에 혼조세에 묶였다. 특히 범유럽 스톡스 600지수 내 에너지 가스...
1435,2017.07.02.,"`LG 맏형` 전자, 3년만에 화학 앞선다",서부텍사스산원유(WTI) 기준 국제유가는 올 상반기 16.4%나 하락했다. 화학 업체 입장에선 그동안 상대적으로 비싼 가격에 구입한 원료가 투입돼 분기 이익이 하락하게 된다. 이 같은 우려에도 LG화학은 국내 업종...
1436,2017.07.06.,[뉴욕장중] 기술주 반등에 나스닥 오름폭 확대,"국제유가가 3% 이상 급락해 증시에 부담을 줬으나, 기술주들이 4거래일 만에 반등해 시장 분위기를 호전시켰다. 오후 12시 13분 현재 다우존스산업평균지수는 23.92p(0.11%) 하락한 2만1455.35를 기록 중이다. 반면..."
1437,2017.07.07.,'축배는 아직…' 잇단 성장률 상향전망에도 경제지표 '미약',ⓒ 게티이미지뱅크 수출과 설비투자 증가 지속으로 경제성장률 상향에 대한 기대가 높아지고 있지만 글로벌 중앙은행의 긴축 움직임과 국제유가 등 대내외 변수 등을 고려할 때 큰 폭의 상향이 이뤄지기 힘들것이라는...
1438,2017.07.06.,정유·유화 '맑음'…車·기계 '흐림'…조선 '비',"다만, 상반기 유가 상승에 수출단가 상승으로 수출이 증가한 석유, 석유화학은 하반기 국제 유가의 횡보가 수출단가 상승에 제한 요인으로 작용 예상됐다. 자동차는 사드배치에 따른 중국의 한국 브랜드 불매 운동..."
1439,2017.07.02.,올해 3% 성장률 달성 '아슬아슬'…추경ㆍ대외변수 관건,"또 국제유가 하락, 미국 금리 인상과 보호무역주의 등 대외 변수도 무시할 수 없습니다. 산적한 악재들을 무난히 극복하고 2014년 이후 3년만에 3%대의 연간 성장률을 달성할지 주목됩니다. 연합뉴스TV 김장현입니다...."
1440,2017.07.01.,'9주째 하락' 전국 휘발유 평균 ℓ당 1447.6원,국제유가가 최근 올랐지만 아직까지 반등 가능성은 없다. 1일 한국석유공사 유가정보 서비스 오피넷에 따르면 지난 한주간 전국 휘발유 평균 판매가격은 전주보다 9.3원(0.64%) 떨어진 1447.6원을 기록했다. 경유는 8....
1441,2017.07.03.,"코스피, 강보합권 출발…2400선 재돌파 시도","지난 주말 뉴욕증시는 경제지표 개선과 국제유가 상승에 힘입어 상승세를 보였다. 그러나 장 마감을 앞두고 애플을 비롯한 대형 기술주에 대한 매물이 출회되며 혼조세로 마감했다 서상영 키움증권 연구원은 ""오늘..."
1442,2017.07.06.,[아시아증시] 닛케이 2만선 반납 vs. 중국 강보합,"6일 닛케이지수 추이 <사진=블룸버그> 간밤 국제유가가 4% 넘게 급락해 뉴욕 증시에서 에너지주가 크게 하락한 여파가 작용한 데다, 엔화 강세도 이어지면서 지수가 낙폭을 키웠다. 한 때 112엔대 후반까지..."
1443,2017.07.05.,"[에셋+] 음료·에어컨·여행...여름 수혜주, 7·8월에 더 뜨거워진다","국제 유가 하락에도 환율 상승의 영향을 받은 FSC는 장거리 여행객 수요를 기대하고 있다. 하준영 하이투자증권 연구원은 “대한항공과 아시아나항공은 올 2·4분기 각각 780억원, 131억원 가량의 외화환산 손실을 입을..."
1444,2017.06.29.,증시 최고치 찍었는데…기업 심리는 왜 나빠졌나(종합),"이는 국제유가가 갑자기 급락한 ‘돌발악재’ 때문으로 풀이된다. 유가가 내리면 우리 경제를 이끌다시피 하고 있는 수출의 가격도 하락할 가능성이 커진다. 경제계는 기업의 심리 부진이 일시적인지, 아니면..."
1445,2017.07.06.,"코스피, 사흘째 2380선 '맴맴'…개인·외인vs기관 '줄다리기'","간밤 미국 증시는 기술주 상승, 국제유가 급락 속 혼조세를 나타냈다. 이날 코스피지수는 2390선을 회복하며 상승 출발했으나 기관이 팔자세를 강화하면서 2390선을 내어줬다. 장중에는 2380선마저 위태로운..."
1446,2017.07.02.,주가 사상최고에 원화가치↑…금융시장 안정흐름 이어질까,외국인 상반기 국내 채권·주식시장서 순매수세 나타내 글로벌 긴축시대 진입이 변수…국제유가 하락 영향도 주시해야 올해 상반기 주가지수가 사상 최고를 기록하고 원화가치도 소폭 상승하는 등 우리...
1447,2017.07.05.,"수원시, 세계 3대 환경도시 실현 위한 청사진 제시",국제유가 하락으로 인한 수송부문 온실가스 배출량 증가가 영향을 끼쳤다. 지난 2010~2015년 환경수도 기반을 구축한 시는 오는 2020년까지 대한민국 환경수도로서 위상을 공고히 하며 온실가스 20%를 감축할 계획이다....
1448,2017.07.06.,"달러, 주요 통화에 보합세…""FOMC 의사록 양면성""",그러나 최근 인플레이션이 여전히 연준 목표치인 2%에 미치지 못하는 상황에서 국제 유가가 이날 또다시 4% 대 급락하면서 달러 약세에 대한 베팅은 더욱 높아졌다. 지난주 유럽 및 영국 중앙은행이 잇따라 연말께...
1449,2017.07.04.,"이주열 ""선진국 통화정책 변화에도 텐트럼 가능성 낮다""(종합)",이들은 올해 수출입 금액이 3년 만에 1조달러 대를 회복할 것으로 예상하며 국제유가 움직임과 선진국 통화정책 정상화에 따른 신흥국 경제 불안 가능성 등이 하방리스크로 작용할 수 있다고 봤다. 고용도 개선되고...
1450,2017.07.05.,"[GAM] ""코스피 2500선이 고점...채권은 먹구름""","이어 ""국제유가가 급락하는 경우, 관련 산업 부진이 전체 금융시장에 파급되면서 2016년 초반과 같은 상황이 나타날 수도 있다""고 진단했다. 또 핵실험 등 대북 리스크도 국내 지수에 영향을 미칠 수 있다고 봤다...."
1451,2017.07.03.,"건설업계 맏형 현대건설, 본부별 전략 공유로 리스크 관리",최근 국제 유가 급락과 부동산대책의 영향으로 성장성이 둔화될 것으로 보여 선제적 위기관리를 통해 내실을 다지는데 주력한다는 방침이다. 대형 건설사들은 지난달부터 경영전략회의를 통해 하반기 경영목표 등을...
1452,2017.07.04.,"서울경제TV 해외선물의 신, 해외선물 팀셰르파 쎈(SEN) 시황",국제유가는 지난주 미국의 원유채굴 장비 건수가 24주만에 처음으로 감소했다는 소식에 다시 상승폭을 확대하며 8거래일 연속 상승세를 보였습니다. 유전 정보서비스 업체인 베이커 휴즈는 미국의 주간...
1453,2017.07.02.,2분기 경제성장률 '0%대' 전망…올 3% 달성 목표 '적신호',"추가경정예산안 통과가 국회에서 난항을 겪고 있는 데다, 소비회복 지연, 국제유가 하락, 미국 금리 인상과 보호무역주의 등 악재가 여전하기 때문이다. 오는 8월 금융당국이 가계부채 대책을 내놓으면 가계의 소비..."
1454,2017.07.05.,"뉴욕증시, 연준 의사록 발표 앞두고 상승 출발","국제유가는 미국 독립기념일 연휴로 거래량이 감소한 가운데 세계 공급 과잉 우려가 지속해 내렸다. 8월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 0.98% 하락한 46.61달러에, 브렌트유는 0.69% 낮은 49.27달러에..."
1455,2017.07.06.,"[환율시황] '피하고보자'는 외환시장, 원달러환율 1,150원대 흐름 이어가",최근 5거래일 연속 상승했던 국제유가가 급락한 것도 시장의 위험회피 심리를 강화하고 있다. 밤사이 서부텍사스산원유(WTI)는 4.1% 떨어지면서 한 달 만에 가장 큰 낙폭을 보였다. 러시아가 이번 달 말 열리는...
1456,2017.07.02.,"한은 ""상반기 글로벌 경제 성장세 확대…저성장 기조 반등 조짐""","[한국은행 해외경제포커스, ""美 통화정책 정상화, 트럼프 경제정책 향방, 국제유가 불확실성은 리스크요인""] /자료=한국은행 한국은행이 상반기 글로벌 경제의 성장세가 확대되고 교역 부진도 완화되는 모습이라고..."
1457,2017.07.04.,"[뉴욕마감] 혼조세 마감…다우 장중 최고치, 나스닥 하락",국제유가는 5거래일 연속 상승했다. 미국 뉴욕상업거래소(NYMEX)에서 서부텍사스산 원유(WTI) 8월 인도분은 전거래일보다 0.71달러(1.54%) 오른 배럴당 46.75달러에 거래를 마쳤다. 런던 ICE 선물시장에서 8월 인도분...
1458,2017.07.03.,"코스피, 7월 첫날 소폭 반등…힘 받는 하반기 신중론","곽현수 신한금융투자 투자전략팀장은 ""국제 유가의 하락으로 미국과 중국의 경기 상승 동력이 둔화돼 국내 경기 민감주의 이익 증가세 약화가 불가피한 상황""이라면서 ""여기에 이달 26일 열리는 미국..."
1459,2017.07.04.,"""스튜어드십코드 주목, 올 4분기 더 강한 상승장 온다""",3분기 조정의 근거로는 국제유가와 이익 전망 하향조정 가능성 등을 주목했다. 국제유가가 약세를 보이면서 글로벌 경기와 이익 개선 속도 등이 영향을 받을 수 있다는 설명이다. “J노믹스의 정책 목표가 내수 활성화에...
1460,2017.07.04.,STX조선 법정관리 조기 졸업,"최근 점진적 국제유가 인상, 해상 환경ㆍ안전규제 강화로 인한 대체 신규선박 수요 증가로 높은 기술력을 보유한 STX조선해양은 금융권의 선수금환급보증(RG) 발급만 원활히 이뤄진다면 신규선박 수주를 통한..."
1461,2017.07.07.,"현대로보틱스, 자회사 현대오일뱅크 부진해 2분기 수익 급감한 듯","이도연 한국투자증권 연구원은 7일 ""현대오일뱅크가 국제유가 하락으로 재고평가손실을 봤을 것""이라며 ""현대로보틱스가 현대오일뱅크의 부진 탓에 2분기 연결기준 영업이익이 크게 줄었을 것""이라고 내다봤다...."
1462,2017.07.07.,'내수부진' 걸림돌에 경기회복 '주춤',"[내일신문] 두달째 수출·건설투자 성장세 둔화 … 미 금리인상, 국제유가도 변수 세계경기 회복과 맞물려 순항하던 경기회복세가 다시 주춤하고 있다. 수출이 끌고 설비투자가 경기활력을 불어넣었지만..."
1463,2017.06.28.,"신한금융투자, ETN 판매 시장점유율 65% 차지",유가 상승의 2배 수익을 추구하는 상품으로 연초 이후 국제유가가 하락하면서 자금 유입이 꾸준히 이어지고 있다. 윤채성 신한금융투자 에쿼티파생부 ETN운용팀장은 “원자재는 국내 고객에게 낯선 상품일 수...
1464,2017.07.07.,[하반기 산업기상도-정유·화학]시장 불확실성에 ´물음표´,"국제유가 흐름이 하반기 정유업계에 중요한 변수로 작용할 전망이다. ⓒ 뉴시스 (시사오늘, 시사ON, 시사온=송지영 기자) 고공행진을 이어오던 정유·화학업계가 시장 불확실성으로 인해 하반기 예측에 어려움을 겪고..."
1465,2017.07.05.,돌다리도 두들겨 볼까? 목소리 커지는 신중론자,◇국제유가·미국 기준금리 인상 등 변수 간과해선 안돼 지정학적 리스크 외에도 국내 증시 흐름을 예상할 때 고려해야 할 변수 가운데 하나가 국제유가다. 코스피 지수는 지난달까지 7개월 연속 상승하며 2400선에 바짝...
1466,2017.07.06.,안동시 상반기 자동차등록 10만대 육박,안동시의 자동차가 연평균 2~3000대씩 꾸준히 증가하고 있는 것은 국제유가 하락과 개별소비세 인하 등 자가용 운행비용 부담이 줄어들고 최근 도청이전에 따른 신도시 개발 영향으로 분석된다. 시 관계자는...
1467,2017.07.04.,"한은 경제동향간담회 ""경기전망 개선, 하방리스크는 상존""",이런 가운데 국제유가 움직임과 선진국의 통화정책 정상화에 따른 신흥국 경제 불안 가능성 등은 하방 리스크로 작용할 수 있다는 의견도 제시됐다. 고용측면에서는 최근의 경기회복으로 고용률이 상승추세에 있으며...
1468,2017.07.06.,"[글로벌 시황] 뉴욕 증시, 지표부진·기술주 반등에 혼조","회복 - 국제유가, 러시아 감산확대 반대소식에 급락 ※ 생방송 '굿모닝 마켓워치 1부'는 매일 오전 6시 40분에 방송되며, 세계 금융시장의 빅 이슈를 한눈에 정리하고, 국내 시장이 시작하기 전 글로벌 시장 분석을 통해..."
1469,2017.07.02.,IT·금융주 '맑음'…정유·화학·면세점주 '먹구름',"국제 유가 하락 여파로 제품 가격이 떨어지면서 대한유화(-40.9%), 이수화학(-14.5%), 에쓰오일(-13.8%), 코오롱인더스트리(-10.3%) 등 정유·화학업체의 영업이익 추정치가 이전보다 10% 이상 감소했다. 면세점업체 간 경쟁..."
1470,2017.07.02.,IT·금융주 '맑음'…정유·화학·면세점주 '먹구름',"국제 유가 하락 여파로 제품 가격이 떨어지면서 대한유화(-40.9%), 이수화학(-14.5%), 에쓰오일(-13.8%), 코오롱인더스트리(-10.3%) 등 정유·화학업체의 영업이익 추정치가 이전보다 10% 이상 감소했다. 면세점업체 간 경쟁..."
1471,2017.07.07.,"제주항공, 항공기 늘고 탑승률 상승해 수익 갈수록 좋아져","조 연구원은 ""제주항공은 항공기 대수를 늘리며 다른 저비용항공사보다 경쟁력을 갖추게 될 것""이라며 ""단거리노선 여객수도 증가세에 있고 국제유가도 안정돼 영업이익이 더 늘어날 것""으로 예상했다. [비즈니스포스트..."
1472,2017.07.05.,4차산업혁명이 해운시장을 위협한다,"이대진 연구원은 국제유가 하락은 탱크선 시장엔 긍정적, 벌크선 시장엔 부정적인 영향을 줄 것으로 판단했다. 시추설비 효율이 높아지고 인건비는 하락하는 상황에서 셰일가스 기업 통합으로 국제유가가 30달러까지..."
1473,2017.07.04.,6월 소비자물가 1.9% 상승… 달걀·오징어 등 식탁물가 급등,석유류는 미국의 원유생산 증가 등으로 국제유가가 하락세를 보이면서 2.8% 올라 상승폭이 둔화됐다. 가공식품을 포함한 석유류 이외 공업제품은 전반적으로 안정세를 보였다. 전기.수도.가스는 전월 대비 변동이...
1474,2017.07.05.,밥상물가 고공행진… 6월 10% 넘게 올라,반면 미국 원유 생산 증가로 국제유가가 하락세를 보이면서 석유류 제품의 가격 오름폭은 지난달 8.9%에서 2.8%로 크게 둔화됐다. 6월 전체 소비자물가지수는 1.9% 상승했다. 기획재정부는 “AI 이후 생산기반 복구가...
1475,2017.07.06.,안동시 자동차 등록대수 10만 대 육박,안동시는 국제유가 하락과 개별소비세 인하 등 자가용 운행비용 부담이 준데다 도청이전 등 신도시 개발 영향으로 해마다 2-3천대의 자동차가 증가하고 있다고 분석했습니다.
1476,2017.07.05.,"금주 산업물가 동향…국제 금 가격, 투자심리 위축 하락세","이는 수출증가세와 소비심리개선, 미국의 원유생산 증가로 국제유가가 하락하는 등 경기회복의 신호탄으로 분석하고 있다. 하지만 소비자물가지수가 2% 내외의 상승세를 나타내고, 미국의 금리인상, 가계부채..."
1477,2017.07.10.,LNG 발전이 ‘탈원전·탈석탄’ 대체에너지 될 수 있나,"정부 관계자는 “LNG가 국제유가에 연동해 가격이 오르내리지만, 급격한 가격 조정은 흔치 않다”며 “일본 원전 사태 등 일시적인 사고로 수요가 늘면 파급 효과가 있을 수 있다”고 설명했다."
1478,2017.07.04.,"[GAM] 신흥국 국채, 되돌아온 강자","다만 국제유가 급락 등으로 안전자산 선호 심리가 부각될 가능성도 유의할 필요가 있다고 주문했다. ◆ 신흥국, 미국 금리인상 '무섭지 않아' 올해 미국 연방준비제도(연준)의 금리인상이 한국 등 신흥국 채권시장에..."
1479,2017.07.06.,"새정부 '탈석탄' 정책에, 석탄발전소 투자기업 '시름' 깊어져","배척은 국제유가 급등시 큰 혼란을 가져 올 수 있다""고 경고했다. 이어 그는 ""석탄발전을 무조건 배척할 게 아니라, 저감장치 등 새로운 기술과 설비를 접목하는 도전이 필요하다""면서 ""기술발전 속도를 기반으로, 석탄도..."
1480,2017.06.28.,"신한금투, ETN 판매금액 1400억원...시장 점유율 65%로 1위","유가 상승의 2배 수익을 추구하는 이 상품은 연초 이후 국제유가가 하락하면서 자금 유입이 꾸준히 이어지고 있다. 신한금융투자 측은 “ETN 시장 초기부터 WTI, 천연가스, 금, 은, 구리 등 원자재 상품을 집중..."
1481,2017.07.04.,"'글로벌 증시' 차별화 진행, 하반기 주요 이슈 체크","대체적으로 미국 증시가 하락할 때 달러화가 강했는데, 2014년부터 국제유가가 하락하면서 달러가 초강세로 돌아섰다. 긴 흐름으로 볼 때 현재 환율시장 역시 혼조세를 지속하고 있기 때문에 외국인 입장에서 시장을..."
1482,2017.07.04.,"3년 만에 성장률 3% 어게인? 해외 IB 줄줄이 상향, 한국은행과 정부도 상향수...",산은은 올해 세계 경제 회복세와 국제유가 안정 등으로 대외경제환경이 우호적일 것이라며 하반기 새 정부가 경기부양에 적극적으로 나설 것으로 기대했다. 올해 성장률을 2.6%로 잡고 있는 한국은행은 오는 13일...
1483,2017.07.05.,[오늘의포인트]코스피·환율·채권 '눈치보기',"지난해 1월6일 4차 핵실험 당시 코스피 지수가 회복되는 데 이전 사례보다 가장 긴 1개월반 정도가 소요됐으나 당시에는 북한 리스크 뿐만 아니라 중국 경기 둔화, 국제유가 하락 등 대내외적 요인이 맞물린 영향이..."
1484,2017.07.06.,[내일 장 멘토링] 내일 투자 '중요 체크' & 관심주 '에프엔에스테크',"주식 투자의 '달인'들이 전하는 '중요 체크' 포인트와 관심주 ▶ 내일 장 멘토링 출연 : 박병욱 BW투자자문 팀장 - IT주, 삼성전자 실적 발표 앞둔 숨고르기 - 제약바이오, 틈새시장 속 상승 시도 - 국제유가 급락에..."
1485,2017.07.04.,“식탁에 올릴 게 없다”…농축수산물 가격 상승으로 소비자물가 1.9%↑,석유류는 미국 원유생산 증가 등으로 국제유가가 하락세를 보이면서 상승폭이 크게 둔화(5월 8.9% 상승 → 6월 2.8% 상승)했다. 농산물·석유류를 제외한 근원물가는 1.4% 올랐다. 경제협력개발기구(OECD) 기준 근원물가인...
1486,2017.07.06.,"뉴욕증시, 기술주 약세에 하락 출발","국제유가는 미국석유협회(API)의 미국 원유재고가 큰 폭으로 감소한 것으로 나타나 상승했다. 8월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 1.79% 상승한 45.94달러에, 브렌트유는 1.65% 높은 48.58달러에..."
1487,2017.07.03.,"""美 금리인상에도…하반기 신흥국 자본유입 지속""","[국제금융센터 ""6월 미 금리인상 이후에도 신흥국 자본유입 양호…국제유가 급락 주의""] /자료=국제금융센터 6월 미국의 금리인상 이후에도 우려했던 신흥국의 급격한 자본유출은 발생하지 않은 것으로 나타났다...."
1488,2017.07.04.,"뉴욕증시, 은행주는 강세 기술주는 약세 '혼조세 마감'",이날 IBK투자증권은 “미국 제조업지표 호조로 상승 출발한 3대 지수는 장 초반 미국 연방준비제도(Fed)의 스트레스 테스트 결과에 대한 긍정적인 영향이 지속되고 국제유가가 상승세를 보이면서 금융업종과...
1489,2017.07.04.,"한은 경제동향간담회 ""한국 경제, 하반기 경기회복세 이어질 것""","다만 국제유가 움직임, 선진국의 통화정책 정상화에 따른 신흥국 경제불안 가능성 등은 하방리스크로 작용할 수 있다는 우려도 나왔다. 이주열 한은 총재와 학계인사들은 4일 서울 태평로 한국은행 본관에서 열린..."
1490,2017.07.04.,"한은 경제동향간담회 ""한국 경제, 하반기 경기회복세 이어질 것""","다만 국제유가 움직임, 선진국의 통화정책 정상화에 따른 신흥국 경제불안 가능성 등은 하방리스크로 작용할 수 있다는 우려도 나왔다. 이주열 한은 총재와 학계인사들은 4일 서울 태평로 한국은행 본관에서 열린..."
1491,2017.07.04.,[뉴욕장중]다우 사상 최고치 vs 나스닥은 낙폭 확대,회계연도 3분기 첫날인 이날 국제 유가 급등 호재 속에 에너지주와 금융주가 크게 오르며 증시를 주도하고 있다. 이에 다우지수는 장중 사상 최고치를 경신했으나 나스닥은 낙폭을 키워가고 있다. 오후 12시...
1492,2017.07.06.,[日刊 천지인] 성공투자를 위한 신의 한 수,[이데일리 투자전략팀] 새벽 마감한 뉴욕증시는 국제유가 급락에 다우존스는 약세를 보인 반면 S&P500지수와 나스닥은 기술주가 반등하며 상승마감하는 혼조세를 보였다. 이날 국제유가는 OPEC의 월간 원유수출...
