,날짜,제목,요약
693,2018.04.04.,화학업계 공급과잉 우려 현실로 나타날까,납사가 원유 정제 과정에서 추출되기 때문에 국제유가에 연동되고 상대적으로 제조원가가 높다는 단점이 있다. ECC는 천연가스를 액체 상태로 만든 뒤 에탄가스를 이용해 석유화학 제품을 생산한다. 과거에는...
694,2018.04.01.,"현대중공업지주, 닻 올려…승계작업 가속도 전망",현대오일뱅크는 최근 수년간 국제유가와 정제마진 상승 등으로 실적 호조세가 이어지고 있어 상장시점으로 최적기를 맞았다는 평가다.   현대중공업그룹은 지난 2016년 11월 순환출자 해소를 통해 지배구조를 개선하고...
695,2018.03.31.,"""헉! 개스값이""…앱 이용하고 현금 주유","▶유가 상승, 재고 감소 원인 데일리 뉴스에 따르면, 지난 주 국제유가가 배럴당 4달러가 급등하는 등 원유 가격이 오르고 있다. 또한 재고량은 감소하고 있으며 가주의 경우 개스 세금이 큰 영향을 미치는 것으로..."
696,2018.04.05.,"한은 ""2018년 GDP대비 경상수지 흑자 비율 4%대로 줄어들 것""(상보)",국제유가가 오르고 있는 점도 경상수지 흑자규모 축소의 배경으로 꼽혔다. 국제유가가 100달러 이상이었던 2010년에서 2014년 사이 GDP대비 경상수지 흑자비율이 4%대 초반이었다. 2014년 9월 이후 유가가 100달러...
697,2018.04.03.,"뉴욕증시, 전일 급락 반작용 상승 출발","국제유가는 증시 반등과 동반해 올랐다. 5월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 0.71% 오른 63.46달러에, 브렌트유는 0.64% 오른 68.07달러에 움직였다. 시카고상품거래소(CME) 페드워치에 따르면 연방기금..."
698,2018.03.31.,주유소 휘발유 판매가 1552.9원…서울 1638.9원,"5원 낮았다. 한국석유공사 관계자는 ""국제유가는 사우디의 감산 공조 지속 발언과 미국의 이란 제재 가능성 등으로 상승함에 따라 국내 제품가격은 강보합세를 보일 것""이라고 전망했다. / 이비앤"
699,2018.04.02.,"효성 섬유부문 이익 하락세…""하반기엔 반등 노린다""","2015년 4248억원 영업이익, 작년 2498억원 기록 스판덱스 등 제품가격 낮아지고 원료가격 올라 국제유가 안정…스판덱스 수요↑ ""하반기 반등기대"" 아시아투데이 강중모 기자 = 효성이 지주사 전환을 위한 사업분할을..."
700,2018.04.02.,"효성 섬유부문 이익 하락세…""하반기엔 반등 노린다""","2015년 4248억원 영업이익, 작년 2498억원 기록 스판덱스 등 제품가격 낮아지고 원료가격 올라 국제유가 안정…스판덱스 수요↑ ""하반기 반등기대"" 아시아투데이 강중모 기자 = 효성이 지주사 전환을 위한 사업분할을..."
701,2018.03.26.,"""원화가치 상승이 해외소비 증가 견인""","해외소비를 결정짓는 변수를 1인당 국민소득, 저가항공사 접근성, 유학생 관련 제도변화 등 추세요인과 실질환율 변동, 국제유가 등 순환요인으로 나눠 분석한 결과 최근 해외소비 확대는 실질환율 상승(원화가치..."
702,2018.03.29.,"OPEC·러시아, 최장 20년 장기 석유동맹 추진","협약이 이뤄지면 국제유가에 대한 협약국의 통제력이 커질 뿐만 아니라 러시아의 중동 내 입지도 강화될 것으로 보인다. 올해 초 기준 러시아와 사우디의 원유 생산량은 각각 전 세계 1, 2위다. 무함마드 빈살만 사우디..."
703,2018.04.02.,"""사우디 감산 추진, '탈석유' 위한 것""",세계 경기 회복 및 계절적 요인으로 석유 수요가 증가해 국제유가가 상승할 것이라는 전망이 나오는 가운데 미국 원유 생산 증가 등으로 가격 상승이 쉽지 않자 이같은 조치를 취하는 것으로 풀이된다. 사우디가 감산을...
704,2018.04.07.,동전의 양면 한국…유연대응 多시나리오 필요,△북핵 △미·중 무역 갈등 △한·미 FTA 후속조치 △환율 하락 △금리 상승 △국제유가 변동 등 고려해야 할 요소들은 첩첩산중 쌓여있다. 그나마 다행인 것은 세계 경제의 호조세가 여느 때보다 강하다는 부분이다....
705,2018.03.30.,"[원자재시황] WTI, 감산안 논의 소식에 나흘만 반등",국제유가는 감산안 논의 소식에 나흘 만에 반등했다. 29일(현지시간) 뉴욕상업거래소(NYMEX)에서 5월 인도분 서부텍사스산 원유(WTI)는 전날보다 배럴당 0.56달러(0.9%) 상승한 64.94달러에 거래를 마쳤다. 런던 ICE...
706,2018.03.29.,"한국‘제조업·ICT’, UAE 금융 인프라와 만나 시너지 기대",[산업일보] UAE는 전체 GDP의 약 30%를 석유부문에 의존하고 있는 대표적인 중동 산유국으로 국제유가 변동이 국가 경제에 큰 영향을 끼치고 있다. 지난 2014년 큰 폭의 하락을 보인 국제유가의 영향으로 지난 3년 간 2~3...
707,2018.03.29.,“4~6월에도 수출 증가세 지속된다”,"수출기업들은 2/4분기 예상되는 주요 수출애로로 ‘국제유가 상승에 따른 원재료 가격 상승’(19.8%), ‘원화환율 변동성 확대’(13.9%), ‘바이어의 가격인하 요구’(13.5%) 등을 지적했다. 이진형 한국무역협회..."
708,2018.03.19.,"SK이노베이션, 올해 '기업가치 30조' 장밋빛 전망","황규원 연구원은 ""국제 유가가 배럴당 80달러까지 상승하면 SK이노베이션이 보유중인 원유와 천연가스 가채 매장량의 가치가 약 4조원까지 육박할 것""이라고 진단했다. SK이노베이션은 현재 9개국 13개 광구에서 약 53억..."
709,2018.03.29.,[해외증시] 美 기술주 급락 여파에 하락 마감,"[한국경제TV 허정민 기자] [해외증시] 美 기술주 급락 여파에 하락 마감 정유o기술주 부진에 다우지수 장 막판 하락 전환 S&P500, 국제유가 하락에 에너지주 2% 약세 미국시장, 미국의 성장률 호조와 지정학적 위험이..."
710,2018.03.30.,[뉴욕증시] 지표호조·기술株 우려 완화…다우지수 ▲1.07%,"그 뒤로 국제유가가 오르면서 정유주 엑손모빌도 오늘 좋은 흐름 보여줬구요, 그동안 무역분쟁 영향을 받았던 보잉도 완화 분위기에 오늘 2%대의 상승폭을 기록했습니다. 이어서 나스닥 지수도 확인해 보겠습니다...."
711,2018.03.29.,2분기 수출 전망 ‘맑음’… 농수산물·석유화학 ‘뜨고’ 반도체 호황 ‘지속...,"수출기업들은 2/4분기 예상되는 주요 수출애로로 ‘국제유가 상승에 따른 원재료 가격 상승’(19.8%), ‘원화환율 변동성 확대’(13.9%), ‘바이어의 가격인하 요구’(13.5%) 등을 지적했다. 이진형 무역협회..."
712,2018.03.28.,[백브리핑] '원유 감산 공조' OPEC-러...10~20년 장기동맹 추진하는 이유,[서울경제] 국제유가를 끌어올리기 위해 1년 넘게 원유 감산에 공조해온 석유수출기구(OECD)와 러시아가 아예 10~20년에 걸친 ‘석유 장기동맹’을 추진한다. 28일 파이낸셜타임스(FT)에 따르면 OPEC 맹주인...
713,2018.03.31.,"금호타이어, 법정관리 피했다…中 더블스타에 매각",국제유가가 오르며 원재료 값이 급등했고 세계 자동차 수요 감소로 인해 수출 물량이 급감하면서 회사가 기울기 시작한 것입니다. 운영자금 부족에 시달린 금호타이어는 회사채 발행을 통해 수혈을 모색했으나...
714,2018.03.20.,한파에 '농산물값' 뛰어…생산자물가 3년3개월來 최고,"국제유가 하락 등으로 나프타(-5.4%)와 휘발유(-1.4%), 경유(-0.5%) 등 석탄 및 석유제품이 0.3% 떨어진 반면 화학제품과 제1차금속제품이 각각 0.8%, 0.5% 오른 영향이다. 서비스는 전월대비 0.1% 상승으로 전월(0.5%)보다..."
715,2018.04.03.,돈 안되는 폐비닐·플라스틱 ‘불청객’ 왜?… 재활용의 이면,연구소는 당시 “국제유가하락 및 국내외 경기침체 장기화로 인한 재생원료의 가격하락과 위축 등으로 재활용업체가 경영악화를 겪고 있다”는 연구결과를 내놨다. 또 “경제성장의 둔화로 중국 내 자원수요량이...
716,2018.04.03.,종신집권에 다가선 푸틴 “구세주” vs “독재자”,"푸틴은 집권 후 때마침 찾아온 국제 고유가 상황을 활용, 1998년 디폴트(채무불이행)까지 내몰렸던 러시아 경제를 성장 기조로 돌려놓았다. 푸틴 집권 이후 국제금융위기가 터진 2008년 이전까지 러시아 경제는 연 7%대의..."
717,2018.03.27.,'대우조선 분식' 안진 회계사들 징역형 확정,"대우조선이 매출액을 과다계상하기 위해 건조 중인 선박의 실행예산을 임의로 축소한 정황 등을 알면서도 회계사들이 묵인하고, 숨겨온 과거 손실을 재무제표에 반영하면서도 이를 국제유가 하락 등 외부요인..."
718,2018.03.25.,2월 항공여객 908만 명…전년 동월 대비 2.8% 증가,국토부 관계자는 “계절 변화에 따른 국내외 여행수요 증가로 항공여객 성장세는 계속될 것으로 전망 되지만 국제 유가 상승에 따른 유류할증료는 부정적 요인으로 작용될 것으로 예상된다”고 전했다....
719,2018.03.26.,조선 `빅3`에 날아든 잇단 비보,"삼성중공업 관계자는 ""국제 유가가 강세를 유지하고 있고 해양설비 운영 업체들이 성능과 효율이 뛰어난 최신형 드릴십에 관심이 많아 향후 매각이 원활하게 진행될 것""이라고 설명했다. 시드릴이 미 법원에 제출한..."
720,2018.03.24.,"국내 휘발유 값, 5주째 인하행진…""내림세 약화""",다만 2월 초 이후 현재까지 국제유가가 소폭 오름세를 이어온 영향으로 향후 내림세가 약화될 전망이다. 24일 한국석유공사 유가정보 서비스 오피넷에 따르면 3월 셋째주 주유소 휘발유 판매가격은 전주 대비 4.3원...
721,2018.04.02.,[취재뒷담화]정유사들이 화학 사업에 목 메는 이유는?,"정유사업은 국제유가, 환율 등 외부 변수에 취약해 안정적인 수익 창출이 어려운 상황입니다. 실제로 국제유가가 상승하고 정제마진이 높은 수준을 유지하면 최대 수준의 영업이익을 올리지만 반대의 경우 실적이..."
722,2018.04.03.,"정유·석화업계 ""고부가제품 투자로 '리스크 쓰나미' 돌파""",지난 2015년 배럴당 20달러선까지 떨어졌던 국제유가가 65달러선까지 반등하면서 올해 840만톤의 셰일가스 기반 에탄분해설비(ECC) 신증설이 예고되는 등 설비 가동이 늘어나고 있다. 셰일업계의 손익분기점이 배럴당...
723,2018.04.04.,재활용업체 66% ‘종업원 5인 이하’… “영세사업자 지원 늘려야 대란 막아”,보고서를 작성한 이소라 한국환경정책평가연구원 박사는 “2015~16년에도 국제 유가가 하락해 국내 재활용 업체들이 도산 직전까지 몰리면서 ‘재활용 쓰레기 대란’이 발생한 바 있다”며 “영세 업체에 대한 합리적...
724,2018.04.01.,"4월 LPG 가격, kg당 50원 인하… 어디가 쌀까?","업계 관계자는 ""봄철이 되면서 CP가 하락해 국내 공급가격도 낮아지게 됐다""면서도 ""다음달 가격은 국제유가가 오르는 추세를 감안하면 동결될 것으로 보인다""고 말했다. [신아일보] 백승룡 기자 sowleic..."
725,2018.04.01.,주유소 휘발유값 6주째 하락…리터당 1552.9원,하지만 혼조세를 보이던 국제유가가 최근 다시 상승흐름으로 돌아설 것으로 전망되면서 조만간 국내 휘발유 가격도 다시 반등할 것이라는 관측이 우세하다.   한국석유공사의 유가정보서비스인 오피넷에 따르면...
726,2018.03.25.,'평창 효과' 2월 국제선 항공여객 증가,"국토부 관계자는 ""계절 변화에 따른 국내외 여행수요 증가로 항공여객 성장세는 계속될 것으로 전망되나 국제 유가 상승에 따른 유류할증료는 부정적 요인으로 작용할 것으로 예상된다""고 말했다. kwkim@fnnews.com..."
727,2018.03.29.,"뉴욕증시, 기술주 우려 완화에 상승 출발","국제유가는 증시 반등에 힘입어 소폭 올랐다. 5월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 0.33% 오른 64.59달러에, 브렌트유는 전일과 같은 69.53달러에 움직였다. 시카고상품거래소(CME) 페드워치에 따르면..."
728,2018.03.26.,"삼성중공업, 드릴십 2척 계약 해지…손실 위험 낮춰","삼성중공업 관계자는 ""국제유가가 강세를 유지하고 있어 해양설비 운영업체들이 성능과 효율이 뛰어난 최신형 드릴십에 관심이 많아 향후 매각이 잘 진행될 것으로 기대한다""고 강조하며 ""특히, 이번 계약해지 건은..."
729,2018.03.27.,"소비심리 넉달째 뒷걸음질…""보호무역·구조조정 여파""","서유정 한은 통계조사팀장은 ""국제유가와 전세가 하락, 주가 상승 등으로 현재생활형편CSI가 상승했다""면서도 ""미국의 보호무역 기조에 따른 수출둔화 우려와 (한국GM) 구조조정 이슈 등의 영향으로..."
730,2018.03.26.,"삼성중공업, 드릴십 2척 계약 해지…손실 위험 낮춰","삼성중공업 관계자는 ""국제유가가 강세를 유지하고 있어 해양설비 운영업체들이 성능과 효율이 뛰어난 최신형 드릴십에 관심이 많아 향후 매각이 잘 진행될 것으로 기대한다""고 강조하며 ""특히, 이번 계약해지 건은..."
731,2018.03.27.,"소비심리 넉달째 뒷걸음질…""보호무역·구조조정 여파""","서유정 한은 통계조사팀장은 ""국제유가와 전세가 하락, 주가 상승 등으로 현재생활형편CSI가 상승했다""면서도 ""미국의 보호무역 기조에 따른 수출둔화 우려와 (한국GM) 구조조정 이슈 등의 영향으로..."
732,2018.03.30.,"[해외증시] 나스닥, 기술주 회복… FAANG주 일제히 상승","그 뒤로 국제유가가 오르면서 정유주 엑손모빌도 오늘 좋은 흐름 보여줬구요, 그동안 무역분쟁 영향을 받았던 보잉도 완화 분위기에 오늘 2%대의 상승폭을 기록했습니다. 이어서 나스닥 지수도 확인해 보겠습니다...."
733,2018.03.14.,환율 상승 여파…수입물가 2개월 연속 상승,"국제유가(두바이유 기준·월 평균) 배럴당 66.20달러에서 62.72달러로 5.3% 하락, 수입물가를 끌어내릴 수 있었지만, 환율 상승 영향이 더 컸던 셈이다. 세부적으로 보면 제1차 금속제품, 화학제품 등이 오르면서..."
734,2018.04.04.,"SK건설, 올들어 해외수주 활발…수주잔고 증가 청신호",SK건설은 해외 중심의 화공플랜트 사업으로 성장한 회사지만 국제유가 하락 이후 중동 등에서 발주가 줄어 최근 부진에 빠졌다. 해외 수주잔고도 △2014년 11조1275억 원 △2015년 9조6843억 원 △2016년 6조5799억 원...
735,2018.03.21.,SK '석유 트라이앵글' 완성···최태원의 '자원개발 집념' 빛보다,SK이노베이션 관계자는 “국제유가가 안정세에 들어섬에 따라 석유개발 사업에 대한 가치도 재평가될 것으로 보인다”며 “유가가 하락하던 시기에도 석유탐사·개발 작업을 계속한 결과”라고 설명했다....
736,2018.04.03.,[서울경제TV ‘해외선물 신세계’] 나이스잭팟 “해외선물 탄탄탄!”,<크루드 오일> 전일 국제유가는 아시아장에서 러시아와 OPEC간 감산합의가 지속될 것이라는 기대감에 장 초반 강세흐름을 보였다. 그러나 중국에서 미국산 제품 128개 품목에 대하여 관세를 부과할 것이라는 소식이...
737,2018.04.02.,"뉴욕증시, 무역전쟁 우려에 하락 출발","국제유가는 증시 부진으로 하락했다. 5월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 1.17% 내린 64.18달러에, 브렌트유는 0.84% 하락한 68.76달러에 움직였다. 시카고상품거래소(CME) 페드워치에 따르면 연방기금(FF)..."
738,2018.04.04.,"[사설]심상찮은 환율, 경제불안 요인은 없는지 잘 살펴야",여기에 국제유가 상승과 금리인상은 수출기업에 추가적인 비용 부담요인으로 작용한다. 우리 경제가 청년실업과 자영업 불황 등으로 내수 실종상태임은 이미 주지의 사실이다. 여기에 수출까지 위축되면 경기...
739,2018.04.03.,[굿모닝 증시]한한령 해제 기대감…미중 무역분쟁 우려 여전,"◆서상영 키움증권 연구원 = 미 증시는 미-중 무역분쟁 우려, 아마존 등 인터넷 기반한 IT 업종 부진, 그리고 국제유가 하락 등으로 장중 3% 넘게 하락했다. 먼저 미-중 무역분쟁 관련해서는 지난 1일 중국 재정부가 국무원..."
740,2018.04.03.,[굿모닝 증시]한한령 해제 기대감…미중 무역분쟁 우려 여전,"◆서상영 키움증권 연구원 = 미 증시는 미-중 무역분쟁 우려, 아마존 등 인터넷 기반한 IT 업종 부진, 그리고 국제유가 하락 등으로 장중 3% 넘게 하락했다. 먼저 미-중 무역분쟁 관련해서는 지난 1일 중국 재정부가 국무원..."
741,2018.03.29.,[뉴욕증시] 美 기술주 부진 여파에 3대지수 약 보합권,"하지만 기술주 악재에 대한 여파로 오늘 인텔이 3%대로 가장 많이 빠지면서 부진한 흐름을 보여줬구요, 이어서 국제유가 하락에 정유주들도 오늘 순위권 아래에 랭크되면서 다우지수 막판에 약보합으로 마감하는..."
742,2018.04.01.,[미리보는 이데일리신문]M&A 규제 풀어…지주사 숨통 터줘야,"“올해도 국제유가 상승세 지속…원유펀드 지금 투자해도 늦지 않아” - 시멘트 업체 ‘강동그룹’ 레이크힐스순천 입찰 참여 △문화&스포츠 -구상화도 通했다…홍콩이 먼저 알아본, 점묘화 너머의 수화 -모차르트..."
743,2018.03.30.,LPG가격 50원/㎏ 인하…내달은 동결?,이처럼 CP가 제자리걸음을 한 것은 비수기임에도 불구하고 OECD국가들의 원유 감산 합의 연장 가능성에 대한 기대가 커지면서 국제유가가 올랐기 때문이다. 비수기의 수요와 국제유가가 조정요인을 상쇄시키는...
744,2018.03.29.,"""한국전력, 1분기 바닥 찍고 2분기 반등""-유진","이 증권사의 황성현 연구원은 ""비용 부담 탓에 1분기 실적은 부진할 것""이라며 ""원자력발전소 가동률은 떨어졌지만 국제 유가는 상승하면서 전력구입비가 늘었다""고 설명했다. 다만 2분기에는 회복세를 보일 것이라는..."
745,2018.04.04.,[오늘의 추천종목-유안타증권]대웅제약·대명코퍼레이션 등,LNG 수요 급증에 따른 수혜 예상.- 순자산가치(NAV) 할인율 28%로 저평가 매력 보유△SK이노베이션- OPEC 과 러시아 감산 효과에 따른 국제유가 강세 전망.- 5월 자회사 SK 루브리컨츠 상장가치 부각.- 전기차 배터리...
746,2018.03.29.,IMF급 위기? 20년만에 선거 앞 추경…'148vs145'로 통과?,"정부는 국제유가 치솟았을 때나 메르스가 창궐했을 때, 태풍 등 자연재해가 전국을 휩쓸 때 등 대내외 변수가 생길 때마다 요긴하게 추경을 활용했다. 그럼에도 '선거 앞 추경'은 약 20년 간 없었다. 2000·2002·2004·2006..."
747,2018.03.25.,평창올림픽·설연휴 효과… 여행객 증가,"국토부 관계자는 ""계절 변화에 따른 국내외 여행수요 증가로 항공여객 성장세는 계속될 것이다""며 ""국제 유가 상승에 따른 유류할증료는 부정적 요인으로 작용될 것으로 예상된다""고 말했다. [신아일보] 이정욱..."
748,2018.04.03.,"대한항공 아시아나항공 주가 강세, 중국 하늘길 열린다 기대 넘쳐",원화 강세와 국제유가 하락 등 우호적 환경이 지속되는 점도 항공사 주가에 긍정적으로 작용했다. 3일 서울 외환시장에서 원/달러 환율은 전날보다 0.23% 내린 달러당 1054.2원에 거래를 마쳤다. 지난해 3월30일보다 5.5...
749,2018.03.30.,"[특징주] 현대로보틱스, 정기선 지분매입 따른 오버행 이슈 해소…5%↑","최근 국제유가 상승 등으로 오일뱅크의 실적도 호조세가 이어지고 있어 상장시점으로는 최적기 라는 평가다. 정 연구원은 ""현대로보틱스는 현대오일뱅크의 최대주주(지분율 91.1%)로 정부사장의 이번 지분취득을..."
750,2018.03.30.,"현대로보틱스, 오버행 이슈 완전 해소…경영권 승계 작업도 본격화","최근 국제유가 상승 등으로 오일뱅크의 실적도 호조세가 이어지고 있어 상장시점으로는 최적기 라는 평가다. 정 연구원은 ""현대로보틱스는 현대오일뱅크의 최대주주(지분율 91.1%)로 정부사장의 이번 지분취득을 계기로..."
751,2018.03.31.,"2009년 워크아웃… 더블스타, 작년 매각 무산 후 끝내 인수","게다가 2008년 글로벌 금융 위기 이후 국제 유가 인상, 세계 자동차 수요 감소 등으로 수출 물량이 급감하면서 위기를 맞았다. 이에 금호타이어는 2009년 12월 워크아웃을 신청했고, 산업은행을 비롯한 채권단은 2010년 1월..."
752,2018.03.14.,"'원달러 환율 상승' 영향, 2월 수출입물가 나란히 상승세","수입물가는 국제유가 하락에도 불구하고 원달러환율 상승으로 전월대비 0.7％ 상승했다. 전년 동월과 비교하면 0.4％ 상승한 수치다. 원재료는 광산품 가격이 내려가면서 전월대비 0.6％ 하락했고, 중간재는 제1차..."
753,2018.03.28.,[해외증시] IT·기술주 3%대 낙폭...3대지수 하락,"이날 국제유가는 미국 원유재고 발표를 앞두고 하락 하는 모습이었는데요, 오늘 서부 텍사스산 원유는 배럴당 0.46%% 떨어진 65달러선에 마감했구요, 브랜트유도 0.73% 하락하면서 69달러선에 거래가 되고 있습니다...."
754,2018.03.17.,국제선 유류할증료 7개월만에 내려…내달 최고 4만5천100원,국내선은 4천400원으로 동결 제주공항 이륙하는 여객기 국제유가 하락 영향으로 7개월 만에 국제선 항공권 유류할증료가 한 단계 내린다. 이에 따라 다음달 발권하는 국제선 항공권에는 이동 거리에 따라 편도...
755,2018.03.29.,"""2분기에도 수출 증가세 지속 수입규제 등으로 불안불안""","기업들은 수출 애로 요인으로 국제유가 상승에 따른 원재료 가격 상승(19.8%), 원화 환율 변동성 확대(13.9%), 바이어의 가격 인하 요구(13.5%) 등을 지적했다. /최영재기자 cyj@"
756,2018.03.25.,강경파 볼턴 등판에…브렌트유 70弗 돌파,32개월만에…70.45달러 마감 이란핵협정 갱신·美北회담 등 이벤트 몰린 5월 향방 갈릴 듯 美 베네수엘라 추가제재도 변수 3월 들어 다시 오름세를 타고 있는 국제유가가 '볼턴 프리미엄'에 70달러를 돌파했다. 안보...
757,2018.03.27.,"㈜한화, 옥경석 화약 대표 신규선임…4인 대표체제 구축","이 대표는 ""한화는 지난해에 이어 자체사업의 견조한 실적을 통해 기업가치 제고에 나서겠다""며 ""자체사업 외에도 국제유가 상승에 따른 수출단가 개선으로 인해 케미칼 등 석유화학업종 자회사의 견조한 성장이..."
758,2018.03.26.,"삼성중공업, 10억4천만弗 규모 드릴선 건조계약 해지","삼성중공업 관계자는 ""국제유가가 강세를 유지하고 있어 해양설비 운영업체들이 성능과 효율이 뛰어난 최신형 드릴선에 관심이 많아 향후 매각이 잘 진행될 것으로 기대한다""고 강조하며, ""특히 이번 계약해지 건은..."
759,2018.03.30.,[뉴욕마감]고용지표 호조·기술주 반등에 상승마감,국제유가는 OPEC 감산 연장 가능성에 올랐다. 뉴욕상업거래소(NYMEX)에서 거래된 5월 인도분 서부텍사스산 원유(WTI) 가격은 전날보다 배럴당 56센트(0.9%) 상승한 64.94달러에 마감했다. 런던 ICE 선물거래소의 브렌트유...
760,2018.03.30.,[뉴욕마감]고용지표 호조·기술주 반등에 상승마감,국제유가는 OPEC 감산 연장 가능성에 올랐다. 뉴욕상업거래소(NYMEX)에서 거래된 5월 인도분 서부텍사스산 원유(WTI) 가격은 전날보다 배럴당 56센트(0.9%) 상승한 64.94달러에 마감했다. 런던 ICE 선물거래소의 브렌트유...
761,2018.03.27.,삼성重 드릴십 2척 계약 해지 공시,국제유가가 강세를 유지하고 있고 해양설비 운영업체들이 성능과 효율이 뛰어난 최신형 드릴십에 관심이 많아 향후 매각이 원활하게 진행될 것으로 삼성중공업은 기대하고 하고 있다. [신아일보] 이가영 기자 young2...
762,2018.04.03.,"[카드뉴스]‘보물단지’인 줄 알았던 폐비닐, ‘애물단지’ 전락 왜?","게다가 최근 몇 년은 국제유가가 하락해 폐비닐을 에너지원으로 활용하는 것 자체가 손해가 되기도 했습니다. 국내 처리가 어려워진 폐비닐은 해외, 특히 중국으로 많이 수출됐습니다. 그러다가 지난해 7월 중국이..."
763,2018.03.27.,美 보호무역주의·한국GM 사태로 소비심리 4개월 연속 위축,국제 유가·전세값 하락에 현재생활형편지수는 소폭 상승 미국의 보호무역주의가 강화되는 가운데 한국GM 등 일부 기업의 구조조정이 이어지면서 소비자심리지수가 4개월 연속 하락했다. 27일 한국은행은 3월...
764,2018.04.04.,<전소영의 채권분석> 사느냐 파느냐 그것이 문제로다,"위험자산 약세 등으로 급락했던 국제유가도 소폭 올랐다. 5월물 서부 텍사스산 원유(WTI) 가격은 배럴당 0.50달러(0.8%) 상승한 63.51달러에 장을 마감했다. 뉴욕 차액결제선물환(NDF) 시장에서 달러-원 1개월물은 1,053...."
765,2018.04.05.,"""한국 증시, 미중 무역분쟁 우려 완화에 반발 매수세 유입 기대""-키움","또 국제유가 흐름도 투자심리에 우호적인 영향을 줄 것으로 내다봤다. 그는 ""미 에너지정보청(EIA)은 지난주 미국 원유 재고와 가솔린, 정제유가 감소했다고 발표했다""며 ""향후 국제유가가 견조한 흐름을 보일 수 있다는..."
766,2018.03.21.,"SK이노베이션, 미국 셰일업체 추가 인수… 최태원 회장의 '무자원 산유국' 비...",지난해 국제 유가가 배럴당 50달러 내외의 낮은 수준에 머물렀지만 석유개발사업 수익성은 꾸준히 개선되고 있다는 평가가 나온다. SK이노베이션이 확보한 원유·가스 광구의 가치는 3조2000억원에 이른다. 국제...
767,2018.03.29.,"사면초가에 몰린 페트로···비트파이넥스 ""상장 계획 없어""","미국의 제재와 국제 유가 하락, 장기간 인플레이션으로 디폴트(채무불이행) 위기에 처한 니콜라스 마두로 베네수엘라 대통령은 지난해 12월 자국산 원유를 기반으로 하는 암호화폐 페트로 발행 계획을 발표했다...."
768,2018.04.02.,[오늘의 추천종목-유안타증권]SK·CJ E&M 등,LNG 수요 급증에 따른 수혜 예상.- 순자산가치(NAV) 할인율 28%로 저평가 매력 보유△SK이노베이션- OPEC 과 러시아 감산 효과에 따른 국제유가 강세 전망.- 5월 자회사 SK 루브리컨츠 상장가치 부각.- 전기차 배터리...
769,2018.03.14.,2월 수출물가 넉달만에 상승…원·달러 환율 오른 영향,국제유가 하락의 영향으로 경유(-3.2%)와 휘발유(-2.1%) 등 석탄 및 석유제품은 2.0% 하락했다. 수입물가는 지난달 83.49로 전월보다 0.7% 올라 지난해 1월(84.98) 이후 1년1개월 만에 최고치를 기록했다. 유가...
770,2018.03.26.,휘발유값 하락세 언제까지 가나,정유업계에선 국내 주유소 휘발유값도 국제유가에 좌우되는 상황에서 최근 상승 요인이 부각되는 만큼 하락세는 꺾일 것이란 관측이 제기된다. 26일 한국석유공사 유가정보서비스 오피넷에 따르면 전국 주유소 휘발유...
771,2018.03.30.,[도약하는 한국건설]올 수주목표 23조원 “중동서 미래 먹거리 찾는다”,"현대건설은 특히 최근 국제유가 반등에 힘입어 올해 중동지역의 발주 물량이 예년에 비해 늘어날 것으로 보고 있다. 현대건설이 전통적으로 강세를 보여 온 사우디아라비아, 카타르, 아랍에미리트(UAE) 등의..."
772,2018.03.23.,車수출 '휘청'…2월 수출금액 등락률 1년4개월만에 최저,"전기및전자기기는 반도체 수출 호조로, 석탄및석유제품은 국제유가 상승의 영향을 받았다. 지난달 수출물량지수는 132.36로 0.9% 줄었다. 이는 2017년 1월(128.41) 이후 1년1개월 만에 최저치로 등락률은 작년 10월 이후..."
773,2018.03.29.,1분기에도 신흥국 채권 강세 이어져…브라질·러시아 '주목',"이어 ""러시아는 서방과의 외교적 마찰이 우려 요인이지만 중장기적 관점에서의 루블화 환율은 외교 이슈보다는 러시아 경제를 둘러싼 펀더멘털 요인 특히 국제유가의 추이와 매우 밀접한 관계를 보인다""며 ""올해..."
774,2018.03.30.,베네수엘라 유치장 폭동 68명 사망...폴란드 '패트리엇' 도입,세계 1위 원유매장량을 바탕으로 한때 남미 최고의 부국으로 꼽히던 베네수엘라는 국제유가가 떨어진 최근 몇 년동안 극심한 경제난을 겪고 있습니다. 시민들이 식량을 구하지 못해 국경 넘어 이웃나라를 찾는...
775,2018.04.03.,[오늘의 추천종목-유안타증권]고려아연·선데이토즈 등,LNG 수요 급증에 따른 수혜 예상.- 순자산가치(NAV) 할인율 28%로 저평가 매력 보유△SK이노베이션- OPEC 과 러시아 감산 효과에 따른 국제유가 강세 전망.- 5월 자회사 SK 루브리컨츠 상장가치 부각.- 전기차 배터리...
776,2018.03.26.,"삼성重·대우조선, 드릴십 4척 계약 해지",삼성중공업 관계자는 “국제유가가 강세를 유지하고 있어 해양설비 운영업체들이 성능과 효율이 뛰어난 최신형 드릴십에 관심이 많아 향후 매각이 잘 진행될 것으로 기대한다”며 “특히 이번 계약해지 건은 선수금...
