,날짜,제목,요약
1063,2018.02.21.,韓 1월 생산자물가지수 전년동월比 +1.2%...최근 15개월래 상승률 가장 낮아,"국제유가 및 원자재 가격이 상승하면서 석탄 및 석유제품, 화학제품 등 가격이 오른 것이 주효했다고 분석했다. 전력, 가스 및 수도 물가가 전월대비 보합한 가운데 서비스부문은 사업서비스 물가지수가 상승해..."
1064,2018.02.26.,2월 금통위 결정과 채권시장 시나리오,"그는 이어 ""금리가 주말 새 하락하면서 기술적 되돌림이 이어질 것으로 보이지만 주식과 국제유가가 모두 상승하고 있어 금통위 이후 파월 청문회와 3월 초 유럽중앙은행(ECB) 통화정책회의까지 확인이 필요하다""고..."
1065,2018.02.20.,[기획] 2018 석유화학산업 전망,정유사업은 국제유가 변동에 따라 이익이 들쭉날쭉하다. 이런 단점을 보완해 지속성장이 가능한 성장 동력을 확보해야 글로벌 기업들과의 경쟁할 수 있다. 이러한 이유로 현재 국내 정유사들이 석유화학사업을...
1066,2018.02.26.,[WT논평] An era of American global energy dominance,물론 낮은 국제 유가로 인해 세계가 값이 싼 과잉 에너지를 신나게 흡수하는 가운데 모든 산유업자가 매우 힘겨워하고 있다. 그러나 놀라운 파열공법을 사용하는 미국...
1067,2018.02.23.,"[글로벌 시황] 뉴욕증시, 금리 하락에 '안도' 상승폭 제한","< 박민영 MTN앵커 > - 뉴욕증시, 금리 하락에 '안도' 상승폭 제한 - 다우지수, 25000선 기준 등락 거듭… 0.6% 상승 - 유럽증시, 美 증시 반등에 낙폭 축소 - 상품시장, 국제유가 美 원유 재고 예상밖 감소에 급등 - 아시아증시..."
1068,2018.02.23.,"코스피, 투심 개선에 상승 출발…외인·기관 동반매수","외국인과 기관은 매수세에 나서 수급 개선에 힘을 보태고 있으며 금리와 국제유가 상승 수혜주인 보험과 건설업 등이 오름세다. 23일 오전 9시 11분 현재 코스피지수는 전일대비 0.61%, 14.62포인트 오른 2428...."
1069,2018.02.19.,[산업 포커스] 내달 국제선 유류할증료 또 올라 최고 5만6100원,국제 유가의 상승세가 지속되면서 다음달부터 국제선 유류할증료가 최고 5만6100원(편도 기준)으로 오른다. 이번달 최고 4만6200원에서 9900원(21%) 오르는 셈이다. 국내선 유류할증료도 다음달부터 현재...
1070,2018.02.24.,국제 철광석 가격 77.66달러…2주 연속 올라,유연탄은 국제유가 하향세에 따라 하방 압력을 받고 있다. 호주 뉴캐슬산 연료탄은 전주 대비 0.1% 내린 톤당 102.35달러로 나타났다. 호주 프리미엄 강점결탄(원료탄)은 230.45달러를 기록해 1.7% 상승했다. 다만 중국이...
1071,2018.02.27.,[증시브리핑] 美 증시 1% 상승…페이스북·애플 등 회복세,◇ 상품시장 마감 국제유가는 소폭 올랐습니다. 달러가 약세를 보였던 점이 원자재 가격을 끌어올렸고요. 사우디 석유장관이 감산을 아직 멈추기 이르다는 취지의 발언을 한 것도 영향을 끼쳤습니다. (자세한 내용은...
1072,2018.02.18.,증시 조정 일단락..돌아온 외국인 `대형IT주` 산다,국제유가가 하락하면서 물가상승 압력이 크지 않을 것으로 보이는데다 1월 소매판매가 0.3% 감소하면서 기준금리를 빠르게 인상할 가능성이 낮다는 전망이 제기된 영향이다. 인플레이션 기대와 도널드 트럼프...
1073,2018.02.13.,"1월 수입물가 전월비 0.7%, 전년비 -2.4%",국제유가가 오름세를 지속해 1월 수입물가를 높였다고 설명했다. 자료에 따르면 두바이유가는 지난해 12월 베럴당 61.61달러에서 지난 1월엔 66.20달러를 기록했다. 유가는 전월대비 7.5% 상승한 것으로 집계됐다....
1074,2018.02.22.,"뉴욕증시, 고용 호조 지속 확인에 상승 출발","국제유가는 미국 원유재고 발표를 기다리며 상승했다. 3월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 0.42% 상승한 61.94달러에, 브렌트유는 0.26% 높은 65.59달러에 움직였다. 시카고상품거래소(CME) 페드워치에..."
1075,2018.02.22.,조선 ‘빅3’ LNG선 연이어 수주… 조선업에 ‘단비’,"조선업계에 따르면 국제유가 상승에 따라 지연됐던 LNG플랜트 투자 발표가 이어지고 중국의 LNG 수요 증가와 미국 셰일가스 수출 증가, 환경규제 강화 등이 맞물리면서 친환경 선박으로 꼽히는 LNG선 발주가..."
1076,2018.02.18.,"글로벌 금융시장 '랠리'… ""급락장이 약 됐다?""",국제유가도 오름세로 돌아섰고 구리 가격도 지난해 12월에 기록한 4년 고점 수준에 근접했다. 비트코인 가격도 지난 5월 저점에서 45%가량 올라 1만달러선을 회복했다. S&P500지수 추이/자료=블룸버그 전문가들은 시장이...
1077,2018.02.13.,"정유4사, 비정유서 작년 3.9조 벌었다…이익비중 '절반'","정유사업은 국제유가, 환율 등의 영향이 커서 실적 등락이 크다. 2014년 국제유가 급락에 따른 대규모 재고평가손실이 발생하면서 국내 정유업계는 '어닝 쇼크'를 겪기도 했다. 정유사가 원유를 국내로 들여와..."
1078,2018.02.12.,[개장시황]美 증시 반등에 코스피·코스닥 모두 '기지개',"따른 국제 유가의 변화가 지수 변동성 요인으로 작용할 수 있어 주목해야 한다""고 덧붙였다. 이날 유가증권시장에서 개인이 홀로 507억원을 순매수하며 지수를 끌어올리고 있다. 반면 외국인과 기관은 각각..."
1079,2018.02.23.,"[마감]코스피, 기관 올해 최대 매수세에 반등…2400선 지지",LG화학(051910) 롯데케미칼(011170) LG화학(051910) SK이노베이션(096770) S-OIL(010950) 등 정유화학주는 국제유가 상승 기대에 상승했다. LG디스플레이(034220) 강원랜드(035250) 아모레퍼시픽(090430) 등 일부 종목은...
1080,2018.02.21.,피망 151%ㆍ풋고추 89%…생산자물가 두 달째↑,또 국제유가 상승으로 경유 등 석유제품도 2.4% 올랐습니다. 생산자물가는 국내 생산자가 시장에 공급하는 상품과 서비스의 가격 움직임을 집계한 것으로 시차를 두고 소비자물가에 반영됩니다. 연합뉴스TV : 02-398...
1081,2018.02.19.,"조선주, 잇단 수주 소식에 주가 탄력 본격화","현재 국제유가는 배럴 당 60달러 선을 지키면서 반등이 점쳐 지고 있다. 유가가 오르게 되면 플랜트와 시추선, LPG선 등의 수주가 이어질 가능성이 높아 조선사들의 주가 전망에 긍정적이다. 올들어서..."
1082,2018.02.19.,"[마켓뷰] 설 연휴 끝내고 상큼한 출발…삼성전자·한미약품, 악재에 울다",이경민 대신증권 마켓전략실 팀장은 “설 연휴 기간 동안 미국 물가지표가 예상치를 상회했고 국제유가도 배럴당 60달러선을 회복했다”며 “물가 상승에 대한 기대감이 경기 민감주의 강세로 이어지고 있다”고...
1083,2018.02.21.,[줌인리더스클럽-삼성중공업]긴터널 지났다…내년 턴어라운드 기대감↑,세계 경기가 점진적인 회복 국면으로 접어들면서 국제유가도 지속적인 상승 기조로 돌아섰다. 이런 흐름에 힘입어 시장 전문가들 역시 조선업의 시황이 회복될 것으로 내다보고 있다. 뼈아픈 구조조정도...
1084,2018.02.20.,"코스피, 외국인·기관 `팔자`에 하락 출발","이어 ""다만 국제유가가 상승하고 있다는 점, 주 후반에 있을 비둘기파 성향의 연준위원들의 발언에 대한 기대감이 여전해 낙폭은 제한될 것""이라고 내다봤다. 이날 유가증권시장은 업종별로 전기가스업만 1% 이상..."
1085,2018.02.20.,글로벌 주식 시장 안정세…브렌트유 65.67달러,[매일일보 변효선 기자]  19일(현지시간) 국제유가가 상승했다. 20일 한국석유공사에 따르면 뉴욕상업거래소(NYMEX)에서 거래되는 서부 텍사스산 원유(WTI)는 미국 대통령의 날(President's Day) 휴일로...
1086,2018.03.06.,경기도 2월 소비자물가 1.5%↑… 농축수산물 큰 폭 상승,"공업제품 중 차량 가격은 2~3%의 하락을 기록한 반면, 휘발유 및 경유는 국제유가 상승으로 인해 3% 내외의 상승을 보인 것으로 나타났다. 한편 소비자물가지수는 조사대상 품목에 가중치를 두고, 각 조사월마다..."
1087,2018.02.20.,"삼성엔지-대우건설, 오만 유화단지 수주",협회 관계자는 “국제 유가가 안정되고 글로벌 경기가 회복세를 보이면서 아시아와 중동 국가의 사회간접자본(SOC) 투자가 늘고 있다”고 했다. 하지만 안심하기엔 이르다는 의견도 많다. 해외 사업 자체가 국제 정세...
1088,2018.02.19.,‘한파’에도 주춤한 에너지 공기업株…“해외사업 기대”,"액화석유가스(LNG)는 국제유가와 연동된 가격으로 한국가스공사가 매입한 뒤 판매하는 구조인데, 최근 고유가 흐름이 지속돼 영업실적 호조세가 기대된다는 평가다. 한국가스공사는 유가(WTI 기준) 57달러가..."
1089,2018.02.25.,"[사설]식품·외식물가 인상 러시, 서비스요금으로 이어질라",또 국제유가가 상승하면서 석유류 가격도 뛰고 있다. 최저임금 인상으로 인건비 부담이 증가한 상황에서 생산자물가까지 뛰면 소비자물가는 상당한 압박을 받을 수 있다. 아직은 관망자세를 보이고 있는 개인서비스...
1090,2018.02.22.,"코스피, 외인·기관 '팔자'에 하락…코스닥도 약세","국제유가는 혼조세를 보였다. 이날 뉴욕상업거래소에서 4월분 서부텍사스산원유(WTI)는 전일대비 배럴당 11센트(0.2%) 하락한 61.68달러로 거래를 마쳤다. 코스피 시장에서 외국인이 254억원, 기관이 617억원 순매도다...."
1091,2018.02.22.,"[단독] 김희철 한화토탈 사장, 카자흐 '태양광-석화' 협력 논의",하지만 EPC(설계·조달·시공)비용 문제와 국제유가 폭락 등 난관에 부딪히며 지지부진한 상황이 이어졌다. 이에 LG화학은 완공시기까지 늦춰가며 사업에 대한 의지를 보였지만 결국 지난 2016년 투자비 증가를 이유로...
1092,2018.02.18.,해외건설 텃밭 `중동 특수` 되살아난다,사우디아라비아 중심의 석유수출기구(OPEC) 회원국과 러시아 등의 주요 산유국을 중심으로 석유 생산량을 감축하는 노력 등으로 국제유가가 지난달 말 기준으로 배럴당 65달러 안팎까지 올랐다. 이들 지역에서 국내...
1093,2018.02.14.,"미국증시, 물가 발표 앞두고 3일 연속 강세",국제유가는 보합권에서 등락했다. 이날 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부 텍사스산 원유(WTI)는 배럴당 0.1달러(0.2%) 하락한 59.19달러에 거래를 마쳤다. 한경닷컴 뉴스룸 open@hankyung.com [한경닷컴 바로가기]...
1094,2018.02.21.,"뉴욕증시, 월마트 실적 실망·국채 금리 상승 속 혼조 출발","국제유가는 미국 원유 생산 증가 우려가 지속한 가운데 혼조세를 나타냈다. 3월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 0.32% 상승한 61.88달러에, 브렌트유는 0.78% 낮은 65.16달러에 움직였다...."
1095,2018.02.21.,"이순형 세아 회장 ""美 관세폭탄 땐 경쟁력 잃어 수출 심각한 타격""",국제유가 상승과 셰일오일 호조로 현지 강관 수요는 꾸준하다. 이 회장은 “시간을 두고 현지생산을 확대해야 한다”고 말했다. /구경우·김우보기자 bluesquare@sedaily.com [서울경제 바로가기]이제 주식시세도...
1096,2018.02.11.,휘발윳값 '고공행진',"휘발유 판매가격은 국제 유가 상승으로 지난해 7월 넷째주 이후 28주 연속 상승세를 이어가 사상 최장기록을 이어가고 있다. 2018.2.11/뉴스1 psy5179@ [© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]"
1097,2018.02.20.,유류할증료 또 오른다…최고 5만 6100원,국제유가 상승으로 다음 달부터 항공료에 붙는 유류할증료가 인상될 예정입니다. 항공업계에 따르면 다음달 국제선 유류할증료는 4단계에서 5단계로 상승합니다. 이에 따라 항공권에는 최고 5만 6100원의...
1098,2018.02.19.,국제선 유류할증료 5단계로 상승…국내선도 4단계 적용,국제유가 상승으로 국제선 유류할증료가 또 오른다. 19일 항공업계에 따르면 다음 달 국제선 유류할증료가 4단계에서 5단계로 상승한다. 국내선 유류할증료도 4단계가 적용된다. 유류할증료는 항공사들이 각자...
1099,2018.02.21.,"SK건설 상장설 '모락모락'… 업계 ""적잖은 시간 걸릴 듯""",국제유가 하락 이후 중동 등 지역에서 발주가 줄어든 데다 기존에 진행 중이던 사업도 공사비 지급이 연기되는 등 수익성 저하로 이어졌다. 실제로 3분기 기준 화공플랜트부문과 산업플랜트부문 매출액은 각각...
1100,2018.02.11.,"미국발 '버블붕괴' 공포, 글로벌 시장으로 확산",국제유가 상승세에도 제동이 걸렸다. 1월 들어서만 7% 이상 상승하며 배럴당 66 달러선까지 치솟았던 미국 서부텍사스산원유(WTI) 선물 가격은 미국 증시 폭락의 여파로 60달러 선으로 후퇴했다. 연초 배럴당 67달러...
1101,2018.02.26.,코스피 기관 '사자'에 소폭 오름세,"국제유가 상승에 SK이노베이션(4.76%), GS(3.89%), 에쓰오일(3.78%) 등 정유주도 탄력을 받았다. 반면 네이버(-2.29%), 신한지주(-2.06%), 삼성물산(-1.87%), KB금융(-0.93%), 삼성생명(-0.39%) 등은 내렸다. 금호타이어는..."
1102,2018.02.23.,"(열린시장 이슈 IN)삼성, OLED 진출설 부인",국제유가 급등 5. MWC 관전포인트는?   ※이슈를 통해 오늘 장 전략을 살펴보는 <열린시장 이슈 IN>은 평일 오전 9시33분에 방송된다. 방송 종료 후에는 토마토TV홈페이지(tv.etomato.com)를 통해 다시보기로 시청할 수...
1103,2018.02.13.,"'최대실적' 챙긴 정유사, 석유화학 벽 허문다",국제유가에 따라 시장환경이 급등락하는 특성에 따라 최대 호황기인 최근 경영 안정성을 확보하려는 이른바 사업다각화 전략을 전개하고 있는 것. 한발 앞서 사업다각화에 나선 주요 정유사들의 경우 이미 전체...
1104,2018.02.23.,"""美셰일, 원유시장 스윙프로듀서 역할 못한다""…왜?","현재 금융계와 원유업계 내에는 셰일이 향후 유가 급등을 막는 등 스윙 프로듀서 역할을 해, 국제유가가 배럴당 60달러대에서 횡보할 것이라는 견해가 일반적이다. 그러나 한 원유 전문가는 ""5년 전의 100달러대..."
1105,2018.02.11.,WTI 60弗 붕괴…1주새 10%↓,달러 강세·美증산 소식에 국제유가 2년來 최대폭 하락 미국 원유 증산 소식에 국제유가가 3% 이상 급락하며 엿새째 하락세를 이어갔다. 9일(현지시간) 뉴욕상업거래소(NYMEX)에서 3월 인도분 서부텍사스산원유(WTI)는...
1106,2018.02.26.,"""개인·외인 팔고 기관 사고"" 코스피 소폭 상승","시가총액 상위종목에서는 국제유가 상승세에 힘입어 SK이노베이션과 S-Oil이 각각 4.76%, 3.78% 치솟았다. 아울러 대장주 삼성전자(0.34%), SK하이닉스(0.26%), 셀트리온(2.67%), 현대차(1.26%), POSCO(1.93..."
1107,2018.02.19.,[특징주] 美 철강 관세 폭탄에도 철강주 낙폭 만회,"건설주, 수주 소식에 상승 조선주, 업황 회복 전망 소식에 상승 증권주, 코스피 · 코스닥 강세에 상승 정유주, 국제유가 상승에 동반 강세 공시 성지건설 90억원 규모 공동주택 마감공사 수주 성지건설이 90억 원 규모..."
1108,2018.02.13.,"인도네시아, 투자 유치 위해 에너지·광물산업 규제 완화","하지만, 국제유가 하락으로 신규 유전 및 가스전 개발이 잇따라 중단된 것이 본질적 요인이라는 지적이 나온다. hwangch@yna.co.kr ▶기사제보 및 문의  ▶사진구매 문의 ▶기자와 1:1 채팅  ▶로봇이 쓰는 올림픽 속보"
1109,2018.02.21.,재건축 안전진단 강화 이어…분양가 상한제 ‘꼼수’ 차단,한파에 농산물 가격이 큰 폭으로 상승한 데다 국제유가 상승으로 공산품 가격이 오른 영향으로 풀이됩니다. 김영교 기자(gyo@sbs.co.kr) ☞ 의견 있는 경제채널 SBSCNBC [홈페이지] [뉴스스탠드] ☞ 공식 SNS [페이스북]...
1110,2018.02.19.,3월 국제선 유류할증료 또 오른다...5단계로 상승,<사진=대한항공> [뉴스웍스=허운연 기자] 국제유가 상승에 따라 3월 국제선 유류할증료가 한 단계 더 오를 전망이다. 19일 항공업계에 따르면 3월 국제선 유류할증료는 기존 4단계에서 5단계로 한단계 상승해...
1111,2018.02.23.,30주 연속 상승하던 기름값 2월 셋째주 소폭 하락,"석유공사 관계자는 ""산유국의 공조 기대감 및 이스라엘과 이란의 갈등 심화 등에 따라 국제유가는 소폭 반등했지만, 시차 등을 고려할 때 국내유가는 보합세를 유지할 것""이라고 전망했다. ◇ 제품별..."
1112,2018.02.21.,[유럽증시] 기업 실적 호조에 일제 상승,"예상치에 못 미친 데 따라3% 선에서 하락했다. 한편 뉴욕외환시장에서 유로화는 달러화에 0.5% 하락했고, 국제 유가는 장중 0.3% 상승세를 나타냈다.     [뉴스핌 Newspim] 황숙혜 뉴욕 특파원 (higrace@newspim.com)"
1113,2018.02.19.,정유업계 화학사업 '기웃'…비정유 사업 비중 늘리는 이유는?,"정유사들의 사업다각화는 국제유가와 환율 등의 대외적 영향을 많이 받는 정유사업만을 고수하기보다 상대적으로 큰 영향을 받지 않고, 현재 호황기를 누리고 있는 화학 사업 등으로 안정성을 확보하기 위해서다...."
1114,2018.03.02.,[해외시황] 뉴욕 '트럼프발 무역전쟁' 우려에 하락…유럽도↓,이런 가운데 국제유가는 미국의 원유지표에 대한 우려로 하락했다. 이날 뉴욕상업거래소에서 4월 인도분 서부텍사스산원유(WTI)는 배럴당 65센트(1.1%) 떨어진 60.99달러로 거래를 마쳤다. 지난 14일 이후 최저가다....
1115,2018.02.21.,한파에 생산자물가도 급등..4개월만에 큰폭 올라,"특히 석탄 및 석유제품이 국제유가 상승 여파로 2.4% 올랐으며 경유, 등유, 휘발유는 각각 4.2%, 4.7%, 1.8% 올랐다. 반면 공급 과잉의 여파로 TV용 액정표시장치(LCD), 모니터용 LCD 등에선 각각 -4.0%, -2.7% 만큼 전월보다..."
1116,2018.02.22.,"뉴욕증시, 미 통화정책 의사록 공개 앞두고 상승 출발","국제유가는 미국 원유재고 변화를 주목한 가운데 하락세를 나타냈다. 3월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 0.83% 하락한 61.28달러에, 브렌트유는 0.44% 내린 64.96달러에 움직였다. 시카고상품거래소..."
1117,2018.02.17.,시중 금리 상승 이후 주식 오버슈팅 패턴 반복,국제유가 상승과 중국의 WTO(세계무역기구) 가입에 따른 글로벌 교역량 증가가 물가 상승 기대로 이어져 시중 금리가 상승했다. 2006년 S&P 500은 미국 장기 금리 상승으로 고점 대비 15.4% 조정을 받았다. 이후 글로벌...
1118,2018.02.23.,체면치레한 대장주…실적시즌ㆍ급락장서 선방,국제 유가와 연동해서 움직이는 경향이 있는 조선주는 유가 상승과 함께 잇단 수주 소식으로 업황 회복에 대한 기대감을 높였다. 덕분에 투자심리가 개선되면서 대장주 현대중공업은 24.38% 뛰어올랐다. 2등주...
1119,2018.02.18.,LCC '매출 1조-영업익 1000억' 시대 바뀌는 하늘길,"지난해 중국인 관광객 감소, 국제유가 반등 등 부정적 외부 변수에도 공급 확대로 고공 성장을 이어오고 있다. 공급확대 기조로 제주항공은 국내 LCC로는 처음으로 연간 탑승객수 1000만명을 지난해 말 넘겼다...."
1120,2018.02.28.,[사설]임금상승분 다 상쇄하며 경제 복병된 물가,국제유가 상승으로 석유류 가격도 들썩인다. 대기업 제품도 예외가 아니다. 이미 지난해 말 오뚜기가 일부 품목의 가격을 올린 데 이어 식품가격 인상이 업계 전체로 확산될 움직임이다. CJ제일제당이 내달부터 햇반...
1121,2018.02.19.,칼바람 불던 증시에 햇살,"5% 상승해 시장 예상치를 상회했으며, 이로 인해 연방준비제도(연준)이 올해 4차례 금리 인상을 단행할 것이라는 전망이 굳어졌다""면서 ""그럼에도 미국 증시가 반등한 것은 국제유가 상승과 경기 개선 등에 따른 최근..."
1122,2018.02.13.,수입 물가 석달만에 상승…원유 등 원재료 수입물가 오른 탓,국제 유가 상승 여파로 수입 물가가 3개월 만에 상승했다. 반면 수출물가는 석달 연속 하락했다. 다만 환율 효과를 제거하면 수출 물가도 상승한 것으로 나타났다. 13일 한국은행이 발표한 ‘2018년 1월...
1123,2018.02.19.,‘꼴찌의 반란’…현대오일뱅크 빛났다,"국제유가 상승으로 매출규모 자체는 커졌으나 정제마진과 환율 하락 등의 영향이 정유업계 수익성에 영향을 줬다. SK이노베이션이 3조2343억원의 영업이익을 기록하며 1위를 달렸고 그 뒤를 GS칼텍스(2조16억원), S..."
1124,2018.02.14.,"정유 4사, 영업이익 절반이 ‘비정유’",정유사들은 국제유가 변동에 따라 실적이 크게 갈리는 정유 부문의 불확실성을 줄이고 신성장 동력 확보를 위해 비정유 부문 투자를 확대해 왔다. SK이노베이션의 경우 2011년부터 누적된 비정유사업 투자액만...
1125,2018.02.22.,충청권 물가상승 심상치 않다… 생산자 물가 3년만에 최고치,"이밖에 국제유가 상승으로 ‘석탄 및 석유제품’ 가격이 큰 폭으로 치솟았다. 지난해 12월과 비교해 코크스(7.6%), 등유(4.7%), 경유(4.2%), 휘발유(1.8%) 등 석탄 및 석유제품이 2.4% 오르며 상승폭이 가장 두드러졌다. 이 같이..."
1126,2018.02.19.,국제·국내선 항공기 유류할증료 다음 달 인상,"국제유가 상승으로 다음 달 항공권 유류할증료가 인상될 예정입니다. 이에 따라 다음 달 발권하는 국제선 항공권에는 최고 5만 6천100원의 유류할증료가, 국내선은 4천400원의 유류할증료가 붙게..."
1127,2018.02.21.,울산 1월 수출 56억329만달러…2개월 연속 증가,"울산세관 관계자는 ""국제유가 상승세와 주요국 및 신흥국 경기 회복 등에 힘입어 석유화학, 자동차 등 지역 수출입 상승흐름이 이어질 것으로 보이나 미국의 FTA 재협상 등 보호무역 강화에 따른 부정적 요인도..."
1128,2018.02.18.,다시 위험자산에 쏠리는 관심…설 보낸 韓증시 ‘청신호’,이경민 대신증권(003540) 연구원은 18일 “1월 미국 소비자물가의 예상치 상회로 미국 국채금리가 2.9%(10년물 기준)를 넘기도 했지만 설 연휴 동안 글로벌 증시(MSCI AC World 기준)는 강세를 이어갔다”며 “국제유가(WTI 기준)...
1129,2018.02.23.,체면치레한 대장株…실적시즌·급락장서 주가 선방,국제 유가와 연동해서 움직이는 경향이 있는 조선주는 유가 상승과 함께 잇단 수주 소식으로 업황 회복에 대한 기대감을 높였다. 덕분에 투자심리가 개선되면서 대장주 현대중공업은 24.38% 뛰어올랐다. 2등주...
1130,2018.02.20.,7개월째 오르는 기름값 … 서민살이 ‘힘겹다’,"한편, 한국석유공사는 비(非) OPEC 국가들의 원유생산량 증가로 원유공급이 늘고, 미국의 원유 재고 및 생산량 증가 등에 따라 국제유가가 하락하면서 국내유가는 당분간 보합세를 보일 것으로 전망했다."
1131,2018.02.14.,[VIEW POINT] 중동 의료수출? 자화자찬 이제 그만…,최근 3년간 국제유가 하락으로 재정지원이 넉넉지 않아 운영비 지출을 까다롭게 심사하고 아랍 상인답게 10원짜리 하나 허술하게 관리하지 않는다는 후문이다. 진료비는 무료이지만 30분 이상 진료를 봐야 하고...
1132,2018.02.18.,"""韓 철강업계 사실상 사형선고"" 넥스틸 등 관세율 100% 위기",특히 최근 국제유가 상승과 미국 내 셰일가스 붐으로 한국산 강관 수요는 급증 추세다. 실제 한국철강협회에 따르면 2015년 110만톤 수준이던 강관 대미 수출량은 지난해 200만톤을 넘어선 것으로 추정된다. 무엇보다...
1133,2018.02.22.,LPG 가격 7개월만에 인하된다…3월 공급가 하락,"LPG업계 관계자는 ""이달 말까지 환율 변동을 체크해야 하지만 CP가격이 하락하면서 다음달 LPG 공급가격이 인하될 것으로 보인다""며 ""수요가 많은 동절기가 지나가고 있고 국제유가도 하락세로 돌아서 점차 LPG..."
1134,2018.02.15.,"'210일간 오른' 휘발유값, 설 이후가 분수령","최근 국제 유가의 뚜렷한 하락세에도 국내 기름값은 좀처럼 떨어지지 않고 있다. 다만, 유가 급락으로 국내 기름값 상승폭이 둔화되면서 설 명절 이후가 하락세로 돌아설 분수령이 될 전망이다. 15일..."
1135,2018.03.01.,"파월 ""미국은 금리 올려야 할 상황""...미국증시 이틀째 '휘청'",아울러 미국 원유재고 증가와 파월 발언에 의한 달러가치 연일 절상 여파로 국제 유가가 또 고개를 숙이면서 미국 주요 정유주인 쉐브론(-1.49%) 엑손모빌(-2.27%) 등의 주가가 급락한 것도 미국증시 하락을 거들었다....
1136,2018.02.12.,"‘삼척 대진원전 부지’, 고시 해제 된다",그러나 2005년 국제유가 급등에 따라 연탄수요가 급증하면서 발전용 무연탄을 연탄수요로 전환시킴에 따라 동해화력은 2007년부터 수입 ·유무연탄을 사용하기 시작했다. 지속적으로 수입 유무연탄의 비중을 늘려온...
1137,2018.02.22.,현대중공업 해양플랜트 630억 수주…긴 겨울잠 깨나,아직 업계 전체적으로는 여전히 침체 상황이나 국제유가 오름세 속 서서히 기지개를 켜고 있다. 현대중공업은 최근 나이지리아 당고테사와 총 5800만달러(약 630억원) 규모의 대형 LPG(액화석유가스) 저장탱크 15기에...
1138,2018.02.20.,[인터뷰] 폴 도넬리 아스펜테크 이사,"대형 건설 프로젝트나 인프라사업 계약을 따낸 사업자가 설계와 부품·소재 조달, 공사를 원스톱으로 제공할 때 산업의 성장기만 하더라도 많은 인력과 장비 등을 투입하면 됐지만 국제유가가 50달러 수준까지 떨어진..."
1139,2018.02.26.,수출입물량지수 넉달만 두자릿수대 증가,이는 국제유가가 상승세를 보인 때문이다. 실제 1월 평균 두바이유는 66.2달러를 기록해 전년동월보다 23.3% 상승했다. 박상우 한은 물가통계팀장은 “전기 및 전자기기 증가세가 이어졌고 중국의 수입 증가에...
1140,2018.02.11.,휘발윳값 고공행진 '28주 연속 상승',"휘발유 판매가격은 국제 유가 상승으로 지난해 7월 넷째주 이후 28주 연속 상승세를 이어가 사상 최장기록을 이어가고 있다. 2018.2.11/뉴스1 psy5179@ [© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]"
1141,2018.03.01.,"국제유가, 美원유재고급증달러 강세에 급락...WTI 2.2%↓",출처=뉴시스 [이코노믹리뷰=박희준 기자]국제유가가 28일(현지시각) 미국 원유재고량이 예상보다 크게 증가하고 달러가 강세를 보이면서 큰 폭으로 내렸다. 미국산 원유의 기준인 서부텍사스산원유(WTI)는 2% 이상...
1142,2018.02.22.,"[글로벌 시황] 뉴욕증시, 의사록 여파…금리 오르고 주가 내리고","상품시장, 국제유가 재고 증가·달러 강세에 하락 - 닛케이지수, 엔화 약세 영향으로 강보합 - 코스피/코스닥, 증시 기관 매수·소외주의 반란 - 특징주, 현대차 모처럼 기지개·16만원 안착 아모레퍼시픽 너무..."
1143,2018.02.23.,연료비연동제 도입 매번 문턱에서 좌절...이번엔 넘을까,소매요금이 변해야 소비자들이 요금 변화를 체감할 수 있는데 국제유가의 변동과 상관없이 소매요금이 정책적으로 결정되다 보니 연료비변동 요인이 발생해도 가격신호 기능이 미약하다는 게 중론이다. 특히 문제는...
1144,2018.02.12.,[핫이슈 검색어] 올림픽 개회식 '망언 해설자' 논란 外,올해 미국의 원유 생산 전망치 상향 조정과 재고 증가 등으로 국제유가가 최근 하락하고 있어 국내 유가의 상승세도 한풀 꺾일 것으로 석유공사는 전망했습니다. 지금까지 투데이 핫이슈였습니다. 유승민 리포터...
1145,2018.02.12.,"삼성중공업, 혹독한 터널 지나...올 82억弗 수주 청신호",세계 경기가 점진적인 회복 국면으로 접어들면서 국제유가도 지속적인 상승 기조로 돌아섰다. 이런 흐름에 힘입어 시장 전문가들 역시 조선업의 시황이 회복될 것으로 전망하고 있다. 이경자 한국투자증권 연구원은...
1146,2018.02.22.,"뉴욕증시, 올해 물가 상승 전망에 국채 금리 오르며 일제히 하락…다우 0.67%...",국제유가는 미국의 원유재고가 늘었을 것이라는 예상과 달러화 강세 영향으로 떨어졌다. 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 11센트 내린 61.68달러에 마감했다....
